"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"FinalProject.nlogo"
"Effect of Water Density on Dengue Spread (20% density)"
"05/27/2025 01:09:35:721 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","35","0","35"
"[run number]","init-total-humans","init-n-turtles-infected","water-density","init-total-mosquitoes","max-ticks","[step]","mosquito_to_human_rate","human_to_mosquito_rate","total-mosquitoes","mosquito-death-toll","cur-human-population","%infected-humans","%recovered-humans","total-larvae","total-hatched-larvae"
"10","500","10","20","5000","100","37","35.826992390869044","14.537444933920703","5953","5103","333","47","66.60000000000001","10652","953"
"5","500","10","20","5000","100","29","32.92768341796533","15.347574855541938","5828","4832","371","68.2","73.8","9164","828"
"9","500","10","20","5000","100","37","35.952569169960476","14.49802371541502","5962","5113","349","45.800000000000004","69.8","10316","962"
"10","500","10","20","5000","100","38","36.29647283126787","14.458214172227517","5961","5131","330","44","66","10740","961"
"2","500","10","20","5000","100","15","13.878278584160936","17.51973516679399","5511","2493","479","70.8","80.80000000000001","7187","511"
"5","500","10","20","5000","100","30","33.49220103986135","15.311958405545928","5838","5000","365","65.8","72.6","9243","838"
"3","500","10","20","5000","100","27","35.923193172726464","16.694817317094852","5783","4497","378","72.8","75.6","9962","783"
"6","500","10","20","5000","100","19","20.798117042901467","17.37455868193003","5525","3144","439","78.8","84.39999999999999","7499","525"
"9","500","10","20","5000","100","38","36.442006269592476","14.404388714733543","5977","5151","345","41.6","69","10482","977"
"10","500","10","20","5000","100","39","36.74209571867855","14.373570921706222","5975","5166","329","41.199999999999996","65.8","10924","975"
"5","500","10","20","5000","100","31","34.026286401511896","15.222059960484494","5845","5000","362","63.2","72.39999999999999","9243","845"
"1","500","10","20","5000","100","16","15.606153846153848","17.28","5380","2680","457","78.60000000000001","84.39999999999999","6069","380"
"9","500","10","20","5000","100","39","36.912438815942814","14.319011731800172","5984","5198","342","38.4","68.4","10482","984"
"10","500","10","20","5000","100","40","37.25076237391508","14.270075846430528","5988","5222","324","36.6","64.8","10924","988"
"5","500","10","20","5000","100","32","34.551183784704484","15.125191619826264","5847","5000","360","61.4","72","9243","847"
"3","500","10","20","5000","100","28","36.60165173080302","16.570022843085574","5806","4682","372","71.39999999999999","74.4","10047","806"
"9","500","10","20","5000","100","40","37.279247320120305","14.282409192565742","5990","5230","337","35.6","67.4","10482","990"
"7","500","10","20","5000","100","18","19.145605010064862","17.22209796466115","5578","2988","461","77.4","85.8","7727","578"
"10","500","10","20","5000","100","41","37.69284440654314","14.202651368323128","5996","5252","323","34.2","64.60000000000001","10924","996"
"5","500","10","20","5000","100","33","35.15381373788453","15.035819637589547","5850","5000","358","59","71.6","9382","850"
"9","500","10","20","5000","100","41","37.633090769819994","14.201455381080047","6004","5272","335","32.6","67","10694","1004"
"10","500","10","20","5000","100","42","38.057459755064315","14.141569745051221","6006","5291","321","31.6","64.2","10962","1006"
"5","500","10","20","5000","100","34","35.66532932129722","14.93647609495152","5855","5000","350","55.400000000000006","70","9424","855"
"4","500","10","20","5000","100","17","16.618713315686502","17.355276786741857","5507","2862","478","78","88.2","6991","507"
"6","500","10","20","5000","100","20","22.74094823114431","17.263201576927067","5552","3309","426","76.8","82.8","8124","552"
"3","500","10","20","5000","100","29","37.26886014410973","16.459762132129523","5837","4843","363","68.8","72.6","10176","837"
"8","500","10","20","5000","100","18","21.522281253388268","17.82500271061477","5639","3004","444","80","85.6","8501","639"
"9","500","10","20","5000","100","42","38.039841849148424","14.119525547445255","6006","5311","334","30.8","66.8","10776","1006"
"5","500","10","20","5000","100","35","36.17673878802951","14.830473348254994","5857","5015","345","52.6","69","9660","857"
"10","500","10","20","5000","100","43","38.49445930454719","14.061902942300344","6016","5344","320","29.2","64","11050","1016"
"9","500","10","20","5000","100","43","38.37780633456799","14.044901353087912","6011","5350","333","30","66.60000000000001","10776","1011"
"10","500","10","20","5000","100","44","38.83826879271071","13.99392558845862","6026","5378","316","27","63.2","11050","1026"
"5","500","10","20","5000","100","36","36.77339901477833","14.69622331691297","5861","5050","343","49.4","68.60000000000001","9844","861"
"9","500","10","20","5000","100","44","38.71912305728658","13.987536601846987","6017","5381","330","28.799999999999997","66","10776","1017"
"3","500","10","20","5000","100","30","37.74931224209078","16.42881705639615","5861","5000","354","65","70.8","10176","861"
"1","500","10","20","5000","100","17","18.042090328682903","17.40364152281863","5421","2843","442","79.2","86","6400","421"
"10","500","10","20","5000","100","45","39.13010647134335","13.924337385788718","6032","5426","315","26","63","11050","1032"
"9","500","10","20","5000","100","45","39.06331568349616","13.953314937728392","6029","5407","327","27.200000000000003","65.4","10819","1029"
"5","500","10","20","5000","100","37","37.21878056732964","14.590805347244865","5868","5088","342","45.6","68.4","9917","868"
"2","500","10","20","5000","100","16","16.559816136446113","17.85411878553284","5556","2664","469","75.4","84.8","7684","556"
"10","500","10","20","5000","100","46","39.44127365575248","13.85551216581556","6040","5481","313","24","62.6","11089","1040"
"3","500","10","20","5000","100","31","38.19065484311051","16.362551159618008","5882","5000","346","63.2","69.19999999999999","10372","882"
"9","500","10","20","5000","100","46","39.31909212283044","13.922266726005045","6045","5439","327","26.8","65.4","10857","1045"
"7","500","10","20","5000","100","19","21.460843373493976","17.24397590361446","5607","3171","449","77.2","86","8019","607"
"5","500","10","20","5000","100","38","37.60123096857791","14.504373177842567","5875","5134","342","44.6","68.4","10167","875"
"10","500","10","20","5000","100","47","39.64408553910573","13.83280992971437","6045","5534","311","22.400000000000002","62.2","11220","1045"
"9","500","10","20","5000","100","47","39.59454478437154","13.859196461481755","6051","5475","326","26.6","65.2","11005","1051"
"6","500","10","20","5000","100","21","24.750679963735266","16.97390953963937","5587","3483","413","75.8","81.39999999999999","8379","587"
"5","500","10","20","5000","100","39","38.09829746225506","14.39126244779955","5889","5174","339","41.199999999999996","67.80000000000001","10167","889"
"10","500","10","20","5000","100","48","39.83473535323457","13.824164371324352","6050","5567","309","20","61.8","11220","1050"
"9","500","10","20","5000","100","48","39.8533724340176","13.819648093841641","6053","5519","323","25.2","64.60000000000001","11170","1053"
"5","500","10","20","5000","100","40","38.40996168582376","14.335887611749682","5910","5219","338","37.4","67.60000000000001","10434","910"
"8","500","10","20","5000","100","19","23.94865908379422","17.60409057706355","5661","3163","437","78.8","84.6","8822","661"
"10","500","10","20","5000","100","49","40.08001185360794","13.779819232478886","6052","5612","308","19.6","61.6","11320","1052"
"3","500","10","20","5000","100","32","38.70886075949367","16.31223628691983","5891","5000","343","60.8","68.60000000000001","10503","891"
"9","500","10","20","5000","100","49","40.032119132783414","13.774728082341777","6055","5564","322","23.400000000000002","64.4","11214","1055"
"4","500","10","20","5000","100","18","19.129666445769825","17.384581400485974","5549","3048","470","77.8","89.60000000000001","7102","549"
"5","500","10","20","5000","100","41","38.68868074297507","14.287982219399906","5920","5262","337","35.4","67.4","10528","920"
"9","500","10","20","5000","100","50","40.25417574437182","13.725490196078432","6057","5600","321","22.8","64.2","11310","1057"
"10","500","10","20","5000","100","50","40.23922031896042","13.747784997046663","6054","5647","307","18.4","61.4","11320","1054"
"5","500","10","20","5000","100","42","39.087973537056","14.223832401354649","5930","5317","334","33.4","66.8","10528","930"
"10","500","10","20","5000","100","51","40.38872119561216","13.715674004270042","6059","5669","307","17","61.4","11472","1059"
"9","500","10","20","5000","100","51","40.4786003470214","13.671197223828802","6064","5627","318","21.4","63.6","11450","1064"
"1","500","10","20","5000","100","18","20.278126068619628","17.40567650746609","5457","3019","430","78","84.6","6644","457"
"5","500","10","20","5000","100","43","39.319589245120326","14.188288782629144","5939","5362","332","31.4","66.4","10715","939"
"10","500","10","20","5000","100","52","40.57800924227976","13.67270593413042","6064","5707","306","16","61.199999999999996","11660","1064"
"9","500","10","20","5000","100","52","40.63242814953541","13.628178347619391","6073","5659","317","20.8","63.4","11528","1073"
"3","500","10","20","5000","100","33","39.214046822742475","16.220735785953178","5902","5000","341","57.199999999999996","68.2","10658","902"
"6","500","10","20","5000","100","22","26.573838007452444","16.679741125710922","5613","3648","403","75.4","79.80000000000001","8750","613"
"10","500","10","20","5000","100","53","40.72259196957507","13.640020478314927","6067","5738","306","14.399999999999999","61.199999999999996","11851","1067"
"7","500","10","20","5000","100","20","23.55819279616906","17.083073079325423","5637","3330","439","76","84.6","8282","637"
"5","500","10","20","5000","100","44","39.54286605819487","14.143068882128091","5952","5402","330","29.2","66","10780","952"
"9","500","10","20","5000","100","53","40.80608146873207","13.59724612736661","6081","5695","317","19","63.4","11585","1081"
"10","500","10","20","5000","100","54","40.85339168490153","13.62509117432531","6071","5764","306","13.600000000000001","61.199999999999996","12067","1071"
"5","500","10","20","5000","100","45","39.87444780283655","14.089746570564984","5960","5441","327","29.2","65.4","10838","960"
"9","500","10","20","5000","100","54","40.98477810333738","13.54963195883656","6090","5715","315","18","63","11585","1090"
"2","500","10","20","5000","100","17","18.782608695652172","18.133333333333333","5594","2816","463","76.6","86.2","7892","594"
"10","500","10","20","5000","100","55","40.99207215070187","13.600989162848206","6077","5788","306","13.200000000000001","61.199999999999996","12134","1077"
"4","500","10","20","5000","100","19","21.141513467293716","17.336468576314665","5574","3224","463","77.2","89.2","7393","574"
"5","500","10","20","5000","100","46","40.033979457873194","14.086029809251679","5970","5486","327","28.000000000000004","65.4","10914","970"
"9","500","10","20","5000","100","55","41.09559766348483","13.513320985895428","6104","5744","315","17","63","11616","1104"
"10","500","10","20","5000","100","56","41.095393543706926","13.57272397533551","6093","5827","306","12","61.199999999999996","12238","1093"
"5","500","10","20","5000","100","47","40.18928901200369","14.058171745152354","5985","5523","326","26.400000000000002","65.2","11012","985"
"3","500","10","20","5000","100","34","39.660033167495854","16.119402985074625","5911","5000","335","53.6","67","10846","911"
"9","500","10","20","5000","100","56","41.251596424010216","13.473818646232438","6114","5770","315","16.2","63","11665","1114"
"10","500","10","20","5000","100","57","41.23137027926494","13.550860946317464","6106","5852","306","10.4","61.199999999999996","12269","1106"
"5","500","10","20","5000","100","48","40.36472300973106","14.04490077388706","5992","5569","325","25","65","11182","992"
"10","500","10","20","5000","100","58","41.30685920577618","13.530685920577618","6124","5866","306","10","61.199999999999996","12269","1124"
"8","500","10","20","5000","100","20","25.885090026299817","17.418571717580416","5686","3335","428","78.4","84","9229","686"
"5","500","10","20","5000","100","49","40.511841100076396","14.010695187165775","5998","5610","323","23.799999999999997","64.60000000000001","11282","998"
"9","500","10","20","5000","100","57","41.335880563220826","13.443713295124885","6123","5794","311","14.2","62.2","11665","1123"
"10","500","10","20","5000","100","59","41.36291600633915","13.513902895836335","6141","5877","306","8.6","61.199999999999996","12269","1141"
"5","500","10","20","5000","100","50","40.624523990860624","13.99086062452399","6006","5633","323","21.6","64.60000000000001","11400","1006"
"9","500","10","20","5000","100","58","41.3956113737388","13.426938545121006","6130","5818","311","14.000000000000002","62.2","11765","1130"
"3","500","10","20","5000","100","35","40.17255546425636","15.99835661462613","5924","5006","334","50.8","66.8","10846","924"
"10","500","10","20","5000","100","60","41.44623346751006","13.484761357101782","6156","5887","305","8","61","12453","1156"
"10","500","10","20","5000","100","61","41.48913277383258","13.471056595653112","6167","5897","303","7.6","60.6","12453","1167"
"9","500","10","20","5000","100","59","41.48898740412357","13.40510871859827","6135","5836","310","14.2","62","11765","1135"
"5","500","10","20","5000","100","51","40.807038834951456","13.96389563106796","6016","5666","323","20","64.60000000000001","11400","1016"
"6","500","10","20","5000","100","23","28.088164829899377","16.43507426928606","5653","3815","392","73.8","77.8","9027","653"
"10","500","10","20","5000","100","62","41.54088275270048","13.448744545389513","6170","5915","303","6.4","60.6","12453","1170"
"9","500","10","20","5000","100","60","41.55023520325774","13.382012216527418","6136","5864","307","12.8","61.4","11765","1136"
"10","500","10","20","5000","100","63","41.59942877543734","13.430917529453767","6173","5926","303","6.4","60.6","12453","1173"
"5","500","10","20","5000","100","52","40.91253026634383","13.952784503631962","6025","5691","322","18","64.4","11400","1025"
"10","500","10","20","5000","100","64","41.62628278221209","13.426453819840365","6181","5940","303","6.2","60.6","12584","1181"
"5","500","10","20","5000","100","53","40.993132593766504","13.931024073654818","6039","5711","322","17.2","64.4","11400","1039"
"9","500","10","20","5000","100","61","41.58263305322129","13.368347338935575","6140","5884","307","11.600000000000001","61.4","11765","1140"
"7","500","10","20","5000","100","21","25.263371150729334","16.946920583468394","5663","3480","429","76","83.8","8435","663"
"10","500","10","20","5000","100","65","41.6536328735959","13.401109057301294","6186","5947","302","5.800000000000001","60.4","12584","1186"
"5","500","10","20","5000","100","54","41.10567882662655","13.922527265889432","6053","5734","322","16","64.4","11400","1053"
"1","500","10","20","5000","100","19","22.27373068432671","17.29580573951435","5488","3179","415","75.4","81.8","7086","488"
"9","500","10","20","5000","100","62","41.60782943026914","13.358965396714437","6143","5900","306","11.4","61.199999999999996","11857","1143"
"10","500","10","20","5000","100","66","41.699197955852085","13.37923202498403","6189","5951","302","5.4","60.4","12584","1189"
"3","500","10","20","5000","100","36","40.65146579804561","15.895765472312704","5936","5032","328","45.6","65.60000000000001","10846","936"
"5","500","10","20","5000","100","55","41.167204260745635","13.937439051834073","6060","5749","320","14.2","64","11400","1060"
"10","500","10","20","5000","100","67","41.73395665108372","13.358832695849271","6189","5953","302","4.8","60.4","12584","1189"
"9","500","10","20","5000","100","63","41.65503767792353","13.340775886128942","6146","5915","305","10","61","11857","1146"
"10","500","10","20","5000","100","68","41.777966221468446","13.348879937813582","6192","5961","301","4.2","60.199999999999996","12652","1192"
"5","500","10","20","5000","100","56","41.22839829430687","13.914864965960948","6062","5774","320","12.6","64","11473","1062"
"4","500","10","20","5000","100","20","23.068146457836324","17.155896691214604","5597","3374","452","77.2","88.4","7580","597"
"9","500","10","20","5000","100","64","41.69276814923087","13.315236305422149","6150","5931","305","9.6","61","11857","1150"
"5","500","10","20","5000","100","57","41.2910447761194","13.902985074626868","6062","5793","318","11.4","63.6","11473","1062"
"10","500","10","20","5000","100","69","41.79662691412039","13.337096888010727","6195","5975","301","4.2","60.199999999999996","12652","1195"
"9","500","10","20","5000","100","65","41.73151750972763","13.306003335186215","6152","5942","305","8","61","11857","1152"
"5","500","10","20","5000","100","58","41.35388739946381","13.873994638069705","6064","5810","318","10.8","63.6","11473","1064"
"10","500","10","20","5000","100","70","41.808705451472036","13.318777292576419","6198","5988","301","3.5999999999999996","60.199999999999996","12652","1198"
"9","500","10","20","5000","100","66","41.76670598848102","13.29539934772049","6157","5950","303","7.000000000000001","60.6","11857","1157"
"5","500","10","20","5000","100","59","41.382385730211816","13.846153846153847","6064","5828","318","9.8","63.6","11473","1064"
"10","500","10","20","5000","100","71","41.82661885678127","13.316459256134431","6199","5996","301","3.4000000000000004","60.199999999999996","12652","1199"
"9","500","10","20","5000","100","67","41.78380998545807","13.27470396786926","6161","5962","302","6","60.4","11942","1161"
"3","500","10","20","5000","100","37","41.09810254339927","15.809446911586598","5944","5061","326","42","65.2","10976","944"
"5","500","10","20","5000","100","60","41.462148735819675","13.828130792615113","6066","5838","318","9","63.6","11473","1066"
"10","500","10","20","5000","100","72","41.86503756758654","13.299627835123937","6201","6006","301","2.8000000000000003","60.199999999999996","12652","1201"
"9","500","10","20","5000","100","68","41.81013620963839","13.268339901818432","6161","5977","302","5.6000000000000005","60.4","11942","1161"
"6","500","10","20","5000","100","24","29.441005439879948","16.25398611892703","5700","4006","389","73.6","77.4","9195","700"
"10","500","10","20","5000","100","73","41.87626988019338","13.276816366566244","6202","6016","301","2.1999999999999997","60.199999999999996","12652","1202"
"9","500","10","20","5000","100","69","41.80939226519337","13.266574585635361","6163","5984","302","5.4","60.4","11978","1163"
"5","500","10","20","5000","100","61","41.52423233444321","13.814280429152792","6066","5845","318","8.200000000000001","63.6","11473","1066"
"9","500","10","20","5000","100","70","41.82118977045564","13.241883228786103","6165","5990","302","5","60.4","12009","1165"
"5","500","10","20","5000","100","62","41.55709853745014","13.790811050376718","6066","5847","317","7.199999999999999","63.4","11646","1066"
"9","500","10","20","5000","100","71","41.85022026431718","13.229625550660792","6167","6004","302","5.2","60.4","12009","1167"
"10","500","10","20","5000","100","74","41.90276320391745","13.256383350821965","6204","6026","301","1.7999999999999998","60.199999999999996","12652","1204"
"3","500","10","20","5000","100","38","41.62870614560857","15.711659873731321","5958","5097","325","40","65","11046","958"
"10","500","10","20","5000","100","75","41.91248427233329","13.246190409618341","6204","6032","301","1.4000000000000001","60.199999999999996","12652","1204"
"9","500","10","20","5000","100","72","41.855188062985626","13.229732517362306","6167","6006","302","4.3999999999999995","60.4","12009","1167"
"5","500","10","20","5000","100","63","41.64639988208416","13.766674036406515","6066","5850","317","6.800000000000001","63.4","11646","1066"
"8","500","10","20","5000","100","21","27.818146111547527","17.144540455616653","5726","3497","419","77.4","82.6","9829","726"
"10","500","10","20","5000","100","76","41.932333449598886","13.226369026857343","6204","6040","301","1.2","60.199999999999996","12652","1204"
"5","500","10","20","5000","100","64","41.734716398146105","13.742367394982713","6066","5855","317","7.000000000000001","63.4","11716","1066"
"9","500","10","20","5000","100","73","41.851368970013034","13.209359774926233","6170","6011","301","4.2","60.199999999999996","12046","1170"
"10","500","10","20","5000","100","77","41.943127962085306","13.214385280178423","6204","6045","301","1.2","60.199999999999996","12652","1204"
"5","500","10","20","5000","100","65","41.77187316500294","13.718438050499119","6066","5857","317","6.800000000000001","63.4","11716","1066"
"10","500","10","20","5000","100","78","41.94177462042067","13.205181780192227","6204","6050","301","1","60.199999999999996","12652","1204"
"9","500","10","20","5000","100","74","41.85743660041124","13.193968471555861","6171","6017","301","3.2","60.199999999999996","12046","1171"
"5","500","10","20","5000","100","66","41.83030480656507","13.701641266119577","6074","5861","316","6.6000000000000005","63.2","11716","1074"
"10","500","10","20","5000","100","79","41.956340378198","13.181312569521692","6204","6052","301","1.2","60.199999999999996","12729","1204"
"9","500","10","20","5000","100","75","41.869863013698634","13.184931506849315","6173","6029","301","3","60.199999999999996","12046","1173"
"10","500","10","20","5000","100","80","41.96930768696618","13.172696340531909","6204","6054","301","1","60.199999999999996","12729","1204"
"5","500","10","20","5000","100","67","41.923217550274224","13.674588665447898","6077","5868","316","6.4","63.2","11716","1077"
"3","500","10","20","5000","100","39","42.080265970078365","15.617826327871448","5970","5133","322","37.4","64.4","11186","970"
"9","500","10","20","5000","100","76","41.87239280585379","13.164193393968407","6175","6045","301","2.6","60.199999999999996","12046","1175"
"10","500","10","20","5000","100","81","41.971967804607274","13.16264224257563","6204","6059","301","1","60.199999999999996","12729","1204"
"5","500","10","20","5000","100","68","41.93972122892797","13.661242063781653","6082","5875","315","5","63","11716","1082"
"9","500","10","20","5000","100","77","41.87841530054644","13.148907103825136","6177","6051","301","2.6","60.199999999999996","12129","1177"
"4","500","10","20","5000","100","21","25.070422535211268","16.931589537223342","5633","3526","439","75.8","86.6","7580","633"
"5","500","10","20","5000","100","69","42.030146362775795","13.631398820359717","6088","5889","315","5.4","63","11716","1088"
"10","500","10","20","5000","100","82","41.96632716690917","13.150419178272015","6204","6064","300","0.4","60","12729","1204"
"9","500","10","20","5000","100","78","41.873165403781826","13.140828725510273","6177","6053","301","2.8000000000000003","60.199999999999996","12129","1177"
"2","500","10","20","5000","100","18","21.207395856538206","18.066384495433283","5627","2972","453","76.6","86","8279","627"
"5","500","10","20","5000","100","70","42.059336823734725","13.612565445026178","6091","5910","315","5.4","63","11716","1091"
"5","500","10","20","5000","100","71","42.05675302997315","13.585891574134553","6091","5920","315","5.4","63","11716","1091"
"6","500","10","20","5000","100","25","30.52127463621293","16.144778043838645","5738","4189","383","72","76.2","9459","738"
"9","500","10","20","5000","100","79","41.86205016357688","13.120229007633588","6177","6055","301","2.8000000000000003","60.199999999999996","12171","1177"
"10","500","10","20","5000","100","83","41.99307958477508","13.134948096885813","6205","6067","300","0.4","60","12729","1205"
"7","500","10","20","5000","100","22","27.18064706460812","16.6978070606746","5684","3650","413","73.8","81.39999999999999","8908","684"
"9","500","10","20","5000","100","80","41.86980798038948","13.12814925779654","6177","6057","301","2.6","60.199999999999996","12171","1177"
"10","500","10","20","5000","100","84","41.987689328445946","13.126772252576249","6206","6071","300","0.4","60","12729","1206"
"5","500","10","20","5000","100","72","42.10030439194086","13.574431076967677","6091","5930","315","5.4","63","11716","1091"
"3","500","10","20","5000","100","40","42.44496855345912","15.534591194968552","5980","5180","319","33.2","63.800000000000004","11245","980"
"9","500","10","20","5000","100","81","41.86742888253709","13.1210017694297","6180","6064","301","2.4","60.199999999999996","12171","1180"
"10","500","10","20","5000","100","85","41.99585635359116","13.107734806629834","6206","6077","300","0.4","60","12729","1206"
"5","500","10","20","5000","100","73","42.1384103083828","13.558708556536846","6091","5939","314","5","62.8","11716","1091"
"9","500","10","20","5000","100","82","41.853035143769965","13.105839167969545","6184","6073","301","2.6","60.199999999999996","12171","1184"
"10","500","10","20","5000","100","86","42.00427910828905","13.099592794533784","6206","6093","300","0.2","60","12729","1206"
"5","500","10","20","5000","100","74","42.13418160786582","13.541064198958935","6091","5952","314","4.8","62.8","11716","1091"
"10","500","10","20","5000","100","87","41.996688284807504","13.095073823651166","6206","6106","300","0.2","60","12729","1206"
"5","500","10","20","5000","100","75","42.16493356441363","13.525418833044483","6091","5960","314","4.3999999999999995","62.8","11716","1091"
"10","500","10","20","5000","100","88","41.99241640813513","13.08514305411927","6206","6124","300","0.4","60","12729","1206"
"5","500","10","20","5000","100","76","42.18197561151598","13.514683599105274","6091","5970","314","4.6","62.8","11716","1091"
"9","500","10","20","5000","100","83","41.8721554242239","13.096936349432783","6184","6081","301","2.6","60.199999999999996","12171","1184"
"5","500","10","20","5000","100","77","42.17848904267589","13.5020184544406","6091","5985","314","4.3999999999999995","62.8","11814","1091"
"10","500","10","20","5000","100","89","41.96926893130297","13.077930131606147","6206","6141","300","0.4","60","12729","1206"
"9","500","10","20","5000","100","84","41.87372708757637","13.088934147997284","6186","6090","301","2.6","60.199999999999996","12171","1186"
"3","500","10","20","5000","100","41","42.89719626168224","15.43613707165109","5991","5228","317","32.2","63.4","11245","991"
"10","500","10","20","5000","100","90","41.957704759936625","13.074326651512019","6206","6156","300","0.4","60","12729","1206"
"1","500","10","20","5000","100","20","24.199593104186746","17.111039725880715","5509","3338","405","74.8","80.2","7118","509"
"5","500","10","20","5000","100","78","42.19245174301354","13.497551138000578","6091","5992","313","4.3999999999999995","62.6","11814","1091"
"10","500","10","20","5000","100","91","41.9443679427155","13.068025337372625","6206","6167","300","0.4","60","12729","1206"
"9","500","10","20","5000","100","85","41.85715254697144","13.07739266092383","6186","6104","301","2.1999999999999997","60.199999999999996","12171","1186"
"5","500","10","20","5000","100","79","42.20942785174523","13.494062612450522","6091","5998","313","4","62.6","11814","1091"
"10","500","10","20","5000","100","92","41.92993323697433","13.06352811618143","6206","6170","300","0.4","60","12729","1206"
"9","500","10","20","5000","100","86","41.86945028129872","13.075306717277844","6187","6114","301","2","60.199999999999996","12171","1187"
"10","500","10","20","5000","100","93","41.92704748795595","13.062629043358568","6206","6173","300","0.2","60","12729","1206"
"9","500","10","20","5000","100","87","41.863774991528295","13.073534395120298","6187","6123","300","1.4000000000000001","60","12171","1187"
"5","500","10","20","5000","100","80","42.202890214968726","13.494859443525776","6091","6006","312","3.4000000000000004","62.4","11814","1091"
"10","500","10","20","5000","100","94","41.915508462914545","13.059033989266547","6206","6181","299","0","59.8","12729","1206"
"9","500","10","20","5000","100","88","41.857471887278145","13.067335049451295","6187","6130","300","1.2","60","12171","1187"
"5","500","10","20","5000","100","81","42.222860837703855","13.49234858826065","6096","6016","312","2.8000000000000003","62.4","11814","1096"
"9","500","10","20","5000","100","89","41.84834123222749","13.060257278266757","6187","6135","300","1","60","12171","1187"
"10","500","10","20","5000","100","95","41.90685836142258","13.05633899704203","6206","6186","299","0","59.8","12729","1206"
"9","500","10","20","5000","100","90","41.834179357021995","13.062605752961082","6187","6136","300","0.8","60","12171","1187"
"5","500","10","20","5000","100","82","42.22429638139001","13.483630097645033","6100","6025","312","2.4","62.4","11814","1100"
"10","500","10","20","5000","100","96","41.90685836142258","13.05633899704203","6206","6189","299","0","59.8","12729","1206"
"10","500","10","20","5000","100","97","41.901093610289564","13.054542953435588","6206","6189","299","0","59.8","12729","1206"
"9","500","10","20","5000","100","91","41.82396319599486","13.057303294770314","6187","6140","300","0.8","60","12171","1187"
"5","500","10","20","5000","100","83","42.228760045924226","13.4902411021814","6101","6039","312","2.1999999999999997","62.4","11814","1101"
"10","500","10","20","5000","100","98","41.89533044494876","13.052747403892443","6206","6192","299","0","59.8","12729","1206"
"10","500","10","20","5000","100","99","41.89244945674598","13.051849814330904","6206","6195","299","0","59.8","12729","1206"
"3","500","10","20","5000","100","42","43.2808155699722","15.353722582638246","5997","5265","316","30.599999999999998","63.2","11398","997"
"9","500","10","20","5000","100","92","41.81375532562386","13.052005139649692","6187","6143","300","0.6","60","12171","1187"
"5","500","10","20","5000","100","84","42.229875161429185","13.488305352274358","6101","6053","312","1.7999999999999998","62.4","11814","1101"
"10","500","10","20","5000","100","100","41.88668866886689","13.05005500550055","6206","6198","299","0","59.8","12729","1206"
"5","500","10","20","5000","100","85","42.221903464103846","13.483468407085994","6104","6060","312","2","62.4","11814","1104"
"5","500","10","20","5000","100","86","42.236559139784944","13.476702508960573","6104","6062","312","1.7999999999999998","62.4","11814","1104"
"5","500","10","20","5000","100","87","42.245950981797336","13.472839329224595","6104","6062","312","1.6","62.4","11814","1104"
"5","500","10","20","5000","100","88","42.244035251128466","13.469943397578277","6104","6064","312","1.6","62.4","11814","1104"
"10","500","10","20","5000","100","101","41.88668866886689","13.05005500550055","6206","6199","299","0","59.8","12729","1206"
"6","500","10","20","5000","100","26","31.396932014159933","16.029772170282293","5770","4344","376","71.6","75","9459","770"
"9","500","10","20","5000","100","93","41.80638182801514","13.047593293672255","6187","6146","300","0.6","60","12171","1187"
"9","500","10","20","5000","100","94","41.78943100418975","13.042303013920801","6187","6150","300","0.6","60","12171","1187"
"5","500","10","20","5000","100","89","42.25150386708679","13.46319106273274","6104","6064","312","1.7999999999999998","62.4","11814","1104"
"5","500","10","20","5000","100","90","42.24545324359158","13.461263067449519","6104","6066","312","1.7999999999999998","62.4","11814","1104"
"9","500","10","20","5000","100","95","41.782071201783424","13.037897723434439","6187","6152","300","0.4","60","12171","1187"
"9","500","10","20","5000","100","96","41.780359313791706","13.035255977306498","6187","6157","300","0.2","60","12171","1187"
"5","500","10","20","5000","100","91","42.234468937875754","13.455482393358146","6104","6066","312","1.6","62.4","11814","1104"
"9","500","10","20","5000","100","97","41.76907494935854","13.031735313977041","6187","6161","300","0","60","12171","1187"
"5","500","10","20","5000","100","92","42.25211045929317","13.449706681928744","6104","6066","312","1.6","62.4","11814","1104"
"9","500","10","20","5000","100","98","41.76061567542024","13.029096064267872","6187","6161","300","0","60","12171","1187"
"5","500","10","20","5000","100","93","42.257349259709606","13.446820685215648","6104","6066","312","1.4000000000000001","62.4","11814","1104"
"9","500","10","20","5000","100","99","41.76172797840027","13.02733715828552","6187","6163","300","0","60","12171","1187"
"5","500","10","20","5000","100","94","42.24939224939225","13.449163449163448","6104","6066","312","1.2","62.4","11814","1104"
"9","500","10","20","5000","100","100","41.75045549632229","13.023820770632296","6187","6165","300","0","60","12171","1187"
"9","500","10","20","5000","100","101","41.751568720059375","13.022063288577018","6187","6167","300","0","60","12171","1187"
"3","500","10","20","5000","100","43","43.55842359990781","15.280018437427978","6005","5325","316","30","63.2","11538","1005"
"5","500","10","20","5000","100","95","42.26700971983991","13.443396226415095","6104","6066","312","1","62.4","11814","1104"
"5","500","10","20","5000","100","96","42.268114906388455","13.441474917821925","6104","6074","312","0.6","62.4","11814","1104"
"5","500","10","20","5000","100","97","42.26619989997857","13.438593984425234","6104","6077","312","0.6","62.4","11814","1104"
