"BehaviorSpace results (NetLogo 6.4.0)","Spreadsheet version 2.0"
"FinalProject.nlogo"
"Effect of Water Density on Dengue Spread (30% density)"
"05/27/2025 01:10:48:650 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","35","0","35"
,"6","1.1378671606245039","3.942842021698862","5076","981","500","9.6","9.6","3894","76","6","1.0087241003271539","3.598691384950927","5082","987","500","8.4","8.4","4103","82","6","1.2796079499047102","4.710046283691805","5119","989","500","10.6","10.6","6305","119","6","1.6464237516869096","6.234817813765183","5063","1048","500","13.4","13.4","3882","63","6","1.0764262648008611","3.982777179763186","5083","985","500","9.2","9.2","4726","83","6","1.1173184357541899","3.6179835062516625","5113","926","499","8.6","8.6","5416","113","6","1.48975791433892","5.3205639797818565","5081","991","500","12.4","12.4","5029","81","6","1.262761955937668","4.567436861902203","5042","973","499","10.4","10.4","4950","42","6","1.248303934871099","3.826322930800543","5067","1017","498","9.6","9.6","4345","67","6","0.8512902367650972","3.4849694067571164","5072","976","500","7.3999999999999995","7.3999999999999995","4075","72"
,"7","1.6267720195212645","4.6711596560539155","5140","1150","500","13.8","14.000000000000002","4582","140","7","1.4403778040141677","4.8406139315230226","5141","1149","500","12","12.4","4652","141","7","1.7635843660629171","5.7435653002859866","5191","1151","500","14.6","15.2","7213","191","7","2.544169611307421","7.114252061248527","5115","1216","499","18.8","19.2","4781","115","7","1.5854511541151786","5.24597808346934","5114","1133","500","13.600000000000001","14.399999999999999","5368","114","7","1.5660985720865959","4.652233993551358","5184","1093","499","12.6","12.8","6030","184","7","2.189444572482139","6.3378658677114545","5143","1157","500","18.8","19","5953","143","7","1.7597372125762554","5.725011731581417","5096","1151","499","15","15.4","5559","96","7","1.6909347111319868","5.096289337717238","5135","1182","497","14.000000000000002","14.000000000000002","5295","135","7","1.2064965197215778","4.408352668213457","5124","1154","499","10.4","10.8","4689","124"
,"8","2.089735709895513","6.166769104691661","5194","1330","500","17","18.2","5217","194","8","1.9423558897243107","5.806182121971595","5205","1318","500","16","17.2","5214","205","8","2.5614108754986353","6.928406466512701","5277","1316","499","20.4","21.8","7558","277","8","3.4202294056308653","8.613138686131387","5163","1370","498","24.6","26.400000000000002","5628","163","8","2.005789909015715","6.782464846980976","5162","1293","500","17.4","18.8","5965","162","8","2.047082906857728","5.8751279426816785","5239","1264","499","16","16.8","6765","239","8","2.7914614121510675","7.861247947454844","5220","1311","500","23.799999999999997","24.8","6301","220","8","2.4644945697577274","6.975772765246449","5168","1316","498","20.599999999999998","21.6","6259","168","8","2.281766799246389","6.112622985137115","5207","1369","497","19.400000000000002","19.6","6061","207","8","1.7529387502577851","5.3000618684264795","5175","1313","499","15.6","16.400000000000002","5156","175"
,"9","2.682701202590194","7.511563367252544","5242","1500","500","23.200000000000003","24.6","5944","242","9","2.5330812854442346","6.918714555765596","5262","1474","500","21.6","22.8","6040","262","9","3.3301797540208136","8.287606433301796","5390","1492","497","27","28.999999999999996","7951","390","9","4.420617005267118","10.176824680210684","5226","1516","496","31.4","33.4","6231","226","9","2.8021670091537456","7.659256491686904","5230","1467","499","24.4","26.200000000000003","6448","230","9","2.570266272189349","6.656804733727811","5314","1407","499","20.4","21.8","7423","314","9","3.7430167597765367","9.25512104283054","5297","1494","497","29.2","30.2","6779","297","9","3.1865042174320526","8.491096532333646","5234","1483","497","26.400000000000002","28.000000000000004","6853","234","9","2.819299905392621","7.757805108798486","5266","1551","496","23","25.2","6820","266","9","2.4186046511627906","6.716279069767442","5253","1464","499","21.4","23","6383","253"
,"10","3.458799593082401","8.867412682265174","5295","1659","500","29.799999999999997","32.2","6629","295","10","3.5395189003436425","8.264604810996563","5310","1625","499","28.000000000000004","29.799999999999997","6287","310","10","4.370357574710658","9.794437726723096","5474","1639","495","36.4","38.4","8772","474","10","5.712319339298004","11.803165863730214","5294","1668","495","40.8","43.6","6845","294","10","4.094864357618154","8.957515782289711","5300","1635","498","33.800000000000004","36.4","7210","300","10","3.5137861466039007","7.868190988567586","5397","1545","499","28.799999999999997","30.599999999999998","8203","397","10","4.904955872369314","11.014935505770536","5363","1665","496","36.4","38.800000000000004","7432","363","10","4.1222947440742015","10.065269666781175","5321","1636","496","33.4","35.199999999999996","7357","321","10","3.8355693154454764","9.287925696594428","5337","1717","496","32","34.8","7245","337","10","3.2356948228882834","7.799727520435967","5314","1650","497","27.200000000000003","29.4","7182","314"
,"11","4.724041159962582","10.258808855628313","5347","1819","499","39.4","42.4","7577","347","11","4.643423137876387","9.635499207606973","5353","1797","498","37","39","7024","353","11","5.612486205265648","11.918650480845026","5569","1815","493","43","45.6","9480","569","11","7.412698412698412","13.111111111111112","5369","1848","492","49.8","52.800000000000004","6969","369","11","5.250746737934287","10.438610281402296","5361","1816","496","44.800000000000004","47.8","7783","361","11","4.688950789229341","9.671928195605076","5475","1718","499","37.2","40.400000000000006","8937","475","11","6.366338182386985","12.513686844986704","5432","1832","494","47","50.8","8118","432","11","5.401111993645751","11.405877680698968","5394","1807","495","44.4","46.2","8168","394","11","4.846655013507071","10.901001112347053","5408","1871","493","39.4","43","7766","408","11","4.232887490165224","9.25255704169945","5369","1812","497","34.599999999999994","37.2","8023","369"
,"12","6.154517677869926","11.741597555652554","5401","1970","495","47.199999999999996","51.800000000000004","8300","401","12","5.799674508063323","10.696848646249444","5400","1985","497","47","49.4","7655","400","12","7.017543859649122","13.713450292397662","5631","1992","488","51.6","54.800000000000004","10090","631","12","9.20353982300885","14.823008849557523","5445","2000","489","60","63.800000000000004","7350","445","12","6.417190469229644","12.395848560152025","5424","1979","495","52","56.39999999999999","8581","424","12","5.63014291901256","11.33246715749964","5548","1890","496","45.2","49.2","9756","548","12","7.938820101966497","14.056809905316825","5501","1980","489","55.800000000000004","59.8","8638","501","12","6.964443138407288","13.341169556273877","5462","1995","493","53.800000000000004","56.8","8491","462","12","6.388642413487133","12.555456965394853","5479","2031","491","49.6","54.2","8474","479","12","5.514921006436513","10.620245757753072","5410","1972","495","44","46.800000000000004","8807","410"
,"13","7.622827425756125","13.110715752018612","5455","2131","489","56.00000000000001","61","8797","455","13","7.351112339367141","12.159734696697527","5455","2156","495","54.400000000000006","57.99999999999999","8150","455","13","8.636052090472926","15.284441398217957","5680","2143","485","58.8","63.6","10744","680","13","11.351425816228131","16.42099462735914","5499","2171","485","67.4","72.6","8016","499","13","8.108108108108109","13.911373302236246","5473","2136","490","61","66.4","9354","473","13","7.154427645788338","12.918466522678184","5619","2068","493","53.400000000000006","58.599999999999994","10203","619","13","9.949707761315754","15.67214897376648","5556","2170","483","62.4","67.4","9399","556","13","8.770244304144935","14.97392259127093","5542","2137","488","65","67.60000000000001","9088","542","13","8.050262358464511","14.346865506766088","5547","2190","484","57.99999999999999","61.4","9629","547","13","6.7736185383244205","12.230906348553408","5495","2157","493","52.2","55.400000000000006","9657","495"
,"14","9.610456176319836","14.595079446437726","5520","2278","486","63.2","69","9387","520","14","9.119332985930171","13.483585200625326","5498","2324","491","61.6","66.4","8286","498","14","10.984216604645194","16.797125625561403","5732","2319","481","69.6","74.6","11321","732","14","13.469017371013742","17.63028260305937","5567","2354","480","74.6","79.2","8469","567","14","9.99096424422357","15.322060152317027","5523","2316","485","68","73.6","9920","523","14","9.138215509582434","14.164234039852774","5695","2248","489","62.8","68.60000000000001","10890","695","14","12.156110044785668","16.813819577735124","5609","2343","477","67.60000000000001","74","9975","609","14","10.64243997404283","16.404931862426995","5589","2318","482","71.8","75","9679","589","14","10.046911649726349","15.63721657544957","5599","2352","480","64","68.8","9967","599","14","8.473697849183727","13.526820419797875","5574","2357","491","63.4","67.4","10340","574"
,"15","11.724723874256584","15.560140793785655","5604","2449","478","69.8","75","9926","604","15","10.61563235476279","14.790040876997399","5544","2503","485","68.2","74","8844","544","15","13.180827886710238","17.86492374727669","5788","2497","468","72.6","78.8","11841","788","15","15.873015873015872","18.333948566506706","5604","2520","471","76.8","83.6","8982","604","15","12.058390578999019","16.400883218842","5584","2467","480","73.4","79.80000000000001","10343","584","15","10.933749399903984","15.446471435429668","5772","2426","482","69.39999999999999","74.6","11365","772","15","14.368861404146962","17.715532921062206","5667","2508","470","73.2","79.60000000000001","10823","667","15","12.978880157170924","17.411591355599214","5636","2496","479","79.60000000000001","83.39999999999999","10044","636","15","12.1568142468464","16.695523126391294","5661","2526","472","69.6","74.8","10658","661","15","10.201573254670599","14.933628318584072","5646","2512","487","67.4","73.2","10580","646"
