"BehaviorSpace results (NetLogo 6.4.0)","Stats version 2.0"
"FinalProject.nlogo"
"Effect of Water Density on Dengue Spread (40% density)"
"05/27/2025 01:12:13:054 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","35","0","35"
"init-total-humans","init-n-turtles-infected","water-density","init-total-mosquitoes","max-ticks","[step]","(mean) mosquito_to_human_rate","(std) mosquito_to_human_rate","(mean) human_to_mosquito_rate","(std) human_to_mosquito_rate","(mean) total-mosquitoes","(std) total-mosquitoes","(mean) mosquito-death-toll","(std) mosquito-death-toll","(mean) cur-human-population","(std) cur-human-population","(mean) %infected-humans","(std) %infected-humans","(mean) %recovered-humans","(std) %recovered-humans","(mean) total-larvae","(std) total-larvae","(mean) total-hatched-larvae","(std) total-hatched-larvae"
"500","10","40","5000","100","25","32.769580473946654","2.459120582859844","17.452438145119242","0.670650086267613","6535.7","149.2421187198842","4172.1","27.409669826541148","387.3","12.124768039018313","74.72","1.8334666618185336","77.28","2.31896528650172","19760.9","1721.857046911851","1535.7","149.24211871988416"
"500","10","40","5000","100","26","34.11203464238566","2.4127596732575927","17.283168478035005","0.659185728047787","6593.7","151.42658287104018","4332.9","28.335313656284097","379.6","13.207573584879245","73.41999999999999","2.279385882205996","75.82000000000001","2.6160275227909984","20203.5","1686.8866144468632","1593.7","151.42658287104018"
"500","10","40","5000","100","27","35.30980774842412","2.408133019877715","17.149211149256082","0.6360443042044581","6647.8","153.91738043508926","4499.8","18.25267103741258","371.7","12.681088281373961","71.8","2.276839915321234","74.30000000000001","2.5254702532399795","20603.5","1598.0016426775037","1647.8","153.91738043508926"
"500","10","40","5000","100","28","36.369617719007536","2.385023765492828","17.033384118341747","0.6153243808299436","6709","156.80178570411755","4667.3","11.866338946785568","365.1","11.3","70.1","2.4400819658363937","73.02","2.260000000000003","21079.9","1495.411812846214","1709","156.80178570411755"
"500","10","40","5000","100","29","37.33380834983573","2.3725025124003714","16.921726305798636","0.5876776175787539","6760.1","156.1188329446515","4836","9.715966241192895","359.8","11.461239025515523","68.7","2.783163667483462","71.96","2.2922478051031034","21482.1","1485.21812876089","1760.1","156.11883294465147"
"500","10","40","5000","100","30","38.18035646620369","2.39948494834196","16.843912586997494","0.5465458782361111","6805.9","157.84451209972426","5000","0","353.3","10.964032105024136","66.52000000000001","2.814533709160364","70.66","2.1928064210048253","21949.3","1501.8706369058555","1805.9","157.84451209972428"
"500","10","40","5000","100","31","39.04320302965221","2.3970683641364032","16.74881087464075","0.509279786142971","6850.3","155.853809706404","5000","0","348.1","11.527792503337315","64.53999999999999","3.180000000000002","69.62","2.3055585006674613","22319.9","1419.4876857514473","1850.3","155.853809706404"
"500","10","40","5000","100","32","39.917268108679295","2.3679732166041743","16.62900466182831","0.4996465488240772","6893.6","149.6804596465417","5000","0","343.2","11.643023662262308","62.279999999999994","3.435345688573424","68.63999999999999","2.328604732452458","22759.5","1489.4074157194198","1893.6","149.68045964654172"
"500","10","40","5000","100","33","40.78629777363548","2.366005705231106","16.49519882027478","0.4727590577438438","6931.6","148.9115173517482","5000","0","339.8","10.74988372030135","59.61999999999999","3.673091341091316","67.96","2.149976744060269","23303.3","1421.6208390425345","1931.6","148.9115173517482"
"500","10","40","5000","100","34","41.646580011924236","2.3410739887975387","16.348319192004425","0.4731294196050152","6975.1","145.3185810555553","5000","0","336.6","10.707007051459339","57.02","3.5837968692435678","67.32","2.141401410291863","23761.1","1339.4634336181036","1975.1","145.3185810555553"
"500","10","40","5000","100","35","42.48847647360442","2.320853244457847","16.19887455847453","0.44476186022005615","7014.1","142.07564886355436","5029.4","11.876026271442818","333.3","10.630616162763097","54.02","3.4333074432680784","66.66","2.1261232325526196","24142.9","1360.0659873697307","2014.1","142.07564886355436"
"500","10","40","5000","100","36","43.30102774661601","2.316010006310836","16.04082234959622","0.4348770275302027","7055.4","142.32090499993316","5087.5","27.62697956708261","329.3","10.733592129385205","51.160000000000004","3.5358733008975314","65.86","2.146718425877042","24513.5","1352.9818365373571","2055.4","142.3209049999332"
"500","10","40","5000","100","37","44.07793641054393","2.305890242975844","15.891298549675867","0.42867635862205844","7099.7","139.33919046700393","5161.1","41.02547988750406","325.5","11.342398335449166","48.019999999999996","4.016416313083096","65.1","2.2684796670898364","24970","1374.2780650217771","2099.7","139.33919046700393"
"500","10","40","5000","100","38","44.782551557569995","2.2615210189695105","15.7617742217998","0.413282591663877","7141","135.65618305112378","5253.8","52.88062026867688","322.3","11.79872874508097","45.160000000000004","4.035641212992058","64.46000000000001","2.3597457490161973","25326.6","1508.1513982356014","2141","135.65618305112378"
"500","10","40","5000","100","39","45.442111129144855","2.233257023480228","15.637250349770232","0.41066641116060415","7183.4","132.35573278101708","5354.5","66.963049512399","320.2","11.998333217576514","42.54","3.9406090899758124","64.04","2.3996666435153053","25741.4","1487.0232815931297","2183.4","132.35573278101708"
"500","10","40","5000","100","40","46.0473733999907","2.225151250660144","15.51879681501579","0.4043364636688866","7223.2","131.77237950344525","5460.4","75.88965673924214","317.8","12.155657119218196","40.06","4.001049862223666","63.56","2.4311314238436426","26175.7","1550.5644165915844","2223.2","131.77237950344525"
"500","10","40","5000","100","41","46.59625669746486","2.1876624271808685","15.412175779024503","0.3992724237506933","7265.2","133.71297618406373","5550.6","80.11142240654574","315.2","12.367699866992245","37.14","4.377259416575629","63.04","2.47353997339845","26527.4","1556.2409967611059","2265.2","133.71297618406373"
"500","10","40","5000","100","42","47.120228594503786","2.1600847116269017","15.308390843838577","0.4019188842418752","7300.4","138.5331729225892","5632.1","85.3","312.5","11.884864324004713","34.71999999999999","4.770073374697711","62.5","2.3769728648009454","26848.2","1622.9715832385975","2300.4","138.5331729225892"
"500","10","40","5000","100","43","47.607762782407704","2.137005013952151","15.20351162912964","0.4017948835379613","7338.7","142.98185199527944","5704.3","87.63224292462222","310.4","12.009995836801943","32.74000000000001","4.860493802074025","62.08","2.401999167360392","27132.4","1622.4297950913008","2338.7","142.98185199527944"
"500","10","40","5000","100","44","48.069352841668234","2.0924442586491194","15.110733568847644","0.3947820948118445","7377","148.75214284170835","5786.4","96.32984999469271","308.9","11.84440796325422","30.9","5.21248501196886","61.779999999999994","2.3688815926508453","27468.2","1662.031215109993","2377","148.75214284170835"
"500","10","40","5000","100","45","48.508970318519424","2.072852881762564","15.018045328469384","0.37837221628312906","7417.4","153.15626007447426","5864.4","98.30178024837598","307.2","11.478675881825396","28.880000000000003","5.386056071004088","61.44","2.295735176365081","27852.2","1711.1172841158493","2417.4","153.1562600744743"
"500","10","40","5000","100","46","48.91103729129124","2.053961895365442","14.93090958456845","0.36858333287714484","7453.4","158.23665820536024","5939","103.52777405121778","305.7","11.506954418959","26.74","5.053355320972393","61.14","2.3013908837918016","28200","1744.1907579161173","2453.4","158.23665820536024"
"500","10","40","5000","100","47","49.285417385562134","2.008012586913892","14.850475024361609","0.36333137492533013","7483.9","161.5094114904763","6008.4","108.18151413249863","303.4","11.377170122662314","24.700000000000003","5.515976794730015","60.67999999999999","2.2754340245324656","28557.3","1805.6102597183035","2483.9","161.5094114904763"
"500","10","40","5000","100","48","49.633398198798076","1.983185278249378","14.770501238409787","0.35801173880708875","7515.5","161.61203544290876","6085.1","114.62586968045215","302.4","11.646458689232533","23.04","5.724194266444843","60.480000000000004","2.329291737846509","28917.7","1838.8528516441984","2515.5","161.61203544290876"
"500","10","40","5000","100","49","49.94095000193789","1.9512442022997927","14.6963293976611","0.35558067577193575","7549.2","166.7931653275997","6158.5","120.42943992230471","301.4","11.516944039110376","21.18","5.6302397817499745","60.279999999999994","2.303388807822077","29205.5","1936.4512000047923","2549.2","166.7931653275997"
"500","10","40","5000","100","50","50.23353725186432","1.9101176316980422","14.633225783165603","0.35115641128680525","7579.4","169.45394654595682","6224.6","121.32782038757641","300.4","11.79152237838694","19.659999999999997","5.169177884344859","60.080000000000005","2.3583044756773908","29444.5","1988.1778718213318","2579.4","169.45394654595682"
"500","10","40","5000","100","51","50.51317630613135","1.8758683091816764","14.558523113709546","0.35131845039824067","7610.6","173.56508865552425","6287.6","119.52087683747973","299.3","12.100000000000001","17.68","5.508684053383348","59.86","2.4200000000000017","29739.5","1980.8175711054262","2610.6","173.56508865552428"
"500","10","40","5000","100","52","50.75365106125813","1.8350066995039613","14.482073202630412","0.3494479339175333","7643.1","178.73469165218037","6353.8","128.37429649271695","299","12.066482503198685","16.160000000000004","5.396887992167338","59.80000000000001","2.413296500639738","30040.8","2054.8512257582056","2643.1","178.73469165218037"
