"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"FinalProject.nlogo"
"Effect of Water Density on Dengue Spread (40% density)"
"05/27/2025 01:11:47:598 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","35","0","35"
"[run number]","init-total-humans","init-n-turtles-infected","water-density","init-total-mosquitoes","max-ticks","[step]","mosquito_to_human_rate","human_to_mosquito_rate","total-mosquitoes","mosquito-death-toll","cur-human-population","%infected-humans","%recovered-humans","total-larvae","total-hatched-larvae"
"5","500","10","40","5000","100","2","0.3127443315089914","1.8764659890539486","5000","322","500","2.8000000000000003","2.8000000000000003","1800","0"
"4","500","10","40","5000","100","2","0.3103180760279286","2.2498060512024827","5000","318","500","2.8000000000000003","2.8000000000000003","2777","0"
"3","500","10","40","5000","100","3","0.2061855670103093","2.3711340206185567","5000","465","500","2.8000000000000003","2.8000000000000003","2544","0"
"5","500","10","40","5000","100","3","0.2602811035918792","2.1343050494534097","5000","479","500","3","3","2577","0"
"6","500","10","40","5000","100","2","0.3799392097264438","3.419452887537994","5000","331","500","3","3","1980","0"
"4","500","10","40","5000","100","3","0.3097573567372225","2.8910686628807434","5000","466","500","3.2","3.2","3957","0"
"10","500","10","40","5000","100","2","0.15015015015015015","2.1021021021021022","5000","339","500","2.4","2.4","2182","0"
"8","500","10","40","5000","100","2","0.07547169811320754","1.4339622641509433","5000","329","500","2.1999999999999997","2.1999999999999997","1523","0"
"5","500","10","40","5000","100","4","0.841009211053264","2.643171806167401","5000","666","500","5.800000000000001","5.800000000000001","3415","0"
"3","500","10","40","5000","100","4","0.5511811023622047","2.677165354330709","5000","641","500","4.6","4.6","3445","0"
"4","500","10","40","5000","100","4","0.8737092930897538","3.29626687847498","5000","641","500","6.2","6.2","5590","0"
"2","500","10","40","5000","100","1","0","1.5015015015015014","5000","160","500","2","2","686","0"
"1","500","10","40","5000","100","2","0.16168148746968472","2.1827000808407435","5000","339","500","2.4","2.4","2694","0"
"6","500","10","40","5000","100","3","0.2651113467656416","3.4464475079533403","5000","490","500","3","3","2805","0"
"10","500","10","40","5000","100","3","0.20898641588296762","1.9853709508881923","5000","525","500","2.8000000000000003","2.8000000000000003","3571","0"
"5","500","10","40","5000","100","5","0.9539473684210527","3.125","5024","824","500","7.3999999999999995","7.3999999999999995","4470","24"
"3","500","10","40","5000","100","5","0.8651073373918615","3.3963473245754563","5022","809","500","7.000000000000001","7.000000000000001","4267","22"
"4","500","10","40","5000","100","5","1.0266281681103626","4.234841193455245","5034","829","500","8.200000000000001","8.200000000000001","6950","34"
"9","500","10","40","5000","100","1","0.15625","1.7187500000000002","5000","197","500","2.1999999999999997","2.1999999999999997","838","0"
"2","500","10","40","5000","100","2","0.2276176024279211","1.669195751138088","5000","316","500","2.6","2.6","1480","0"
"5","500","10","40","5000","100","6","1.138572618717023","3.9433490697028604","5074","986","500","9.6","9.6","5816","74"
"6","500","10","40","5000","100","4","1.0445962233828847","3.776617115307352","5000","662","500","6.800000000000001","6.800000000000001","4165","0"
"3","500","10","40","5000","100","6","1.2348993288590604","4.268456375838927","5080","957","500","10.6","10.6","5124","80"
"10","500","10","40","5000","100","4","0.6754072308303536","2.622169249106079","5000","686","499","5","5","4859","0"
"7","500","10","40","5000","100","1","0.15527950310559005","2.018633540372671","5000","167","500","2.1999999999999997","2.1999999999999997","745","0"
"4","500","10","40","5000","100","6","1.293800539083558","4.824797843665768","5122","987","500","11","11","7965","122"
"2","500","10","40","5000","100","3","0.20964360587002098","1.9916142557651992","5000","458","500","2.8000000000000003","2.8000000000000003","2869","0"
"5","500","10","40","5000","100","7","1.8146624727800629","5.081054923784176","5131","1154","500","15","15.4","6789","131"
"3","500","10","40","5000","100","7","1.6362786348761105","5.282842449742871","5135","1127","500","14.399999999999999","14.6","5859","135"
"4","500","10","40","5000","100","7","1.7444601603017444","5.964167845355965","5208","1179","500","15","15.8","9039","208"
"6","500","10","40","5000","100","5","1.4182058047493404","5.0461741424802105","5026","832","500","10","10","5163","26"
"10","500","10","40","5000","100","5","0.9315772566655958","2.7947317699967877","5036","874","499","7.3999999999999995","7.3999999999999995","6596","36"
"5","500","10","40","5000","100","8","2.27371156344738","6.258120398440884","5200","1327","500","20","20.8","7485","200"
"2","500","10","40","5000","100","4","0.39793076004775174","2.2284122562674096","5000","621","500","4","4","3656","0"
"3","500","10","40","5000","100","8","2.3676012461059193","6.645898234683282","5225","1304","500","20","21","6334","225"
"4","500","10","40","5000","100","8","2.4466750313676284","7.716436637390213","5333","1379","499","21","22.400000000000002","9739","333"
"5","500","10","40","5000","100","9","2.984201287302516","7.821338014433392","5275","1499","500","24.6","26.200000000000003","8496","275"
"3","500","10","40","5000","100","9","3.1424321309036816","8.42320565265898","5316","1458","499","26.200000000000003","28.199999999999996","7108","316"
"2","500","10","40","5000","100","5","0.6432936635574139","2.798327436474751","5019","777","500","5.800000000000001","5.800000000000001","5163","19"
"8","500","10","40","5000","100","3","0.10395010395010396","1.7671517671517671","5000","474","500","2.4","2.4","2361","0"
"4","500","10","40","5000","100","9","3.160865475070555","9.29444967074318","5479","1525","498","28.599999999999998","29.799999999999997","10644","479"
"5","500","10","40","5000","100","10","4.095441595441596","9.668803418803419","5383","1659","499","32.800000000000004","35","9076","383"
"1","500","10","40","5000","100","3","0.15479876160990713","2.321981424148607","5000","500","500","2.6","2.6","3472","0"
"10","500","10","40","5000","100","6","1.0537992235163616","3.355518580144204","5098","1048","499","8.799999999999999","8.799999999999999","7825","98"
"3","500","10","40","5000","100","10","4.174444255896827","9.927032071949771","5393","1616","497","34.8","36.6","8087","393"
"7","500","10","40","5000","100","2","0.07473841554559044","2.4663677130044843","5000","330","500","2.1999999999999997","2.1999999999999997","1327","0"
"9","500","10","40","5000","100","2","0.234375","1.7187500000000002","5000","350","500","2.6","2.6","1927","0"
"2","500","10","40","5000","100","6","0.8747949699289228","3.0071077091306724","5056","960","500","8.200000000000001","8.200000000000001","5885","56"
"5","500","10","40","5000","100","11","5.14126149802891","11.727989487516426","5478","1852","496","43.4","46","9620","478"
"4","500","10","40","5000","100","10","4.276146316331788","11.334363730036063","5593","1698","497","36.4","38.6","11733","593"
"6","500","10","40","5000","100","6","1.6287559674248806","6.430777871384443","5083","993","500","12.4","12.4","6515","83"
"3","500","10","40","5000","100","11","5.388845247446976","11.453260015710919","5459","1804","496","43.8","46.400000000000006","8465","459"
"2","500","10","40","5000","100","7","1.289706233580129","3.9646524958203964","5142","1138","500","10.8","11.799999999999999","6479","142"
"7","500","10","40","5000","100","3","0.25614754098360654","2.5102459016393444","5000","495","500","2.8000000000000003","2.8000000000000003","2285","0"
"5","500","10","40","5000","100","12","6.52837095790116","13.712629652226967","5560","2038","490","50.2","54.2","10838","560"
"4","500","10","40","5000","100","11","5.913809374016987","13.133060710915382","5701","1880","496","47.4","49.8","12951","701"
"6","500","10","40","5000","100","7","2.3572296476306196","7.606318347509113","5146","1198","499","16.6","17.4","7099","146"
"3","500","10","40","5000","100","12","7.211120764552563","13.350709527946714","5520","1948","495","56.599999999999994","59.8","9370","520"
"2","500","10","40","5000","100","8","1.801610852055956","4.76896990250106","5210","1305","500","15.4","16.400000000000002","7182","210"
"7","500","10","40","5000","100","4","0.6653620352250489","2.6614481409001955","5000","665","500","5.2","5.2","3326","0"
"5","500","10","40","5000","100","13","8.430813124108417","15.178316690442225","5645","2207","489","59","64.4","11579","645"
"10","500","10","40","5000","100","7","1.6303044833373292","4.890913450011988","5192","1194","499","13.4","14.2","8870","192"
"4","500","10","40","5000","100","12","7.465504720406681","15.119825708061002","5784","2057","493","56.2","59.599999999999994","13906","784"
"3","500","10","40","5000","100","13","8.931959880726485","15.153158037408513","5590","2110","492","64.8","68.8","9901","590"
"6","500","10","40","5000","100","8","3.2467532467532463","9.35064935064935","5239","1371","499","23.599999999999998","24.6","7837","239"
"8","500","10","40","5000","100","4","0.23952095808383234","1.8363273453093811","5000","636","500","3","3","3612","0"
"2","500","10","40","5000","100","9","2.239663093415008","6.049004594180704","5312","1469","498","18.4","20","8125","312"
"5","500","10","40","5000","100","14","10.548239720505242","16.487503359312015","5709","2343","487","65.60000000000001","72.2","12154","709"
"7","500","10","40","5000","100","5","1.0436432637571158","3.3523086654016447","5025","844","500","7.8","7.8","4140","25"
"10","500","10","40","5000","100","8","2.0157012518565667","5.771270952684065","5310","1383","498","17.2","18.4","9341","310"
"3","500","10","40","5000","100","14","10.744857544397599","16.788041395170563","5670","2296","482","68","73.4","10644","670"
"4","500","10","40","5000","100","13","9.423941168459757","16.628081165736074","5864","2222","490","65.8","70","14532","864"
"6","500","10","40","5000","100","9","4.315563366529974","11.247803163444638","5357","1528","497","30.8","32.4","8725","357"
"5","500","10","40","5000","100","15","12.86095916550057","17.376924055463682","5779","2517","476","71.8","78","12999","779"
"2","500","10","40","5000","100","10","3.0546343166346657","7.261302146971548","5417","1642","495","25.6","28.199999999999996","9023","417"
"8","500","10","40","5000","100","5","0.5501618122977346","2.071197411003236","5016","776","500","4.8","4.8","4783","16"
"3","500","10","40","5000","100","15","13.182037662964753","17.708836310960887","5737","2468","480","73.8","78.60000000000001","11517","737"
"4","500","10","40","5000","100","14","11.85100140324021","17.92320449036867","5966","2390","485","72","76.8","15390","966"
"10","500","10","40","5000","100","9","2.5413939160569887","6.815556411243742","5409","1534","497","21.6","23.400000000000002","10006","409"
"7","500","10","40","5000","100","6","1.3015184381778742","3.9587852494577005","5056","1030","500","10.2","10.2","4899","56"
"6","500","10","40","5000","100","10","5.624556422995032","12.86373314407381","5474","1690","495","40","42.6","9673","474"
"5","500","10","40","5000","100","16","15.234753146176185","18.042110358180057","5859","2679","466","75.4","82.39999999999999","13526","859"
"2","500","10","40","5000","100","11","4.092441020702937","8.570052961001444","5511","1814","493","36","39","9851","511"
"3","500","10","40","5000","100","16","15.678160919540229","18.2183908045977","5805","2623","470","77.8","82.8","12291","805"
"4","500","10","40","5000","100","15","14.333733493397357","18.979591836734695","6053","2550","479","76.2","82.39999999999999","16175","1053"
"8","500","10","40","5000","100","6","0.748544496811755","2.4951483227058495","5065","951","500","6.6000000000000005","6.6000000000000005","6066","65"
"10","500","10","40","5000","100","10","3.662811076060287","8.289519803715386","5549","1699","496","30","32.800000000000004","11090","549"
"5","500","10","40","5000","100","17","17.88392754124841","18.29929618091612","5921","2849","454","76.8","84.8","14228","921"
"6","500","10","40","5000","100","11","7.502854346762355","14.483770999836896","5564","1848","489","50.8","53","10356","564"
"7","500","10","40","5000","100","7","1.6405135520684737","5.1355206847360915","5113","1183","500","13.200000000000001","14.000000000000002","5731","113"
"2","500","10","40","5000","100","12","5.205847255369928","10.66527446300716","5585","1974","490","45","48","10312","585"
"3","500","10","40","5000","100","17","18.17382705197231","18.393583122733766","5875","2798","458","79.2","84.39999999999999","12804","875"
"4","500","10","40","5000","100","16","16.93677242638667","19.493266377539374","6150","2703","469","77","84.2","16770","1150"
"5","500","10","40","5000","100","18","20.33804684047724","18.44896155545736","5992","3003","443","78","84.8","14862","992"
"6","500","10","40","5000","100","12","9.367894497498863","16.098226466575717","5655","2012","482","60.6","63.4","11071","655"
"1","500","10","40","5000","100","4","0.6366892160764027","2.785515320334262","5000","669","500","5","5","4705","0"
"10","500","10","40","5000","100","11","4.412000641745547","10.171666934060646","5643","1858","495","35.4","38.6","11738","643"
"9","500","10","40","5000","100","3","0.3134796238244514","2.2988505747126435","5000","525","500","3.2","3.2","3283","0"
"8","500","10","40","5000","100","7","0.9884281581485053","3.206364513018322","5120","1113","499","8","8.6","7128","120"
"2","500","10","40","5000","100","13","6.477732793522267","12.313276560100517","5651","2155","488","54.400000000000006","57.599999999999994","11112","651"
"3","500","10","40","5000","100","18","20.694371383482377","18.485007890583905","5951","2964","451","80.60000000000001","85.39999999999999","13469","951"
"7","500","10","40","5000","100","8","2.197802197802198","6.21301775147929","5190","1348","499","18.4","19.6","6835","190"
"4","500","10","40","5000","100","17","19.646727351538797","19.863459037711316","6230","2865","461","80.4","87.8","17399","1230"
"5","500","10","40","5000","100","19","22.646715483391702","18.47606919240157","6071","3183","434","79.60000000000001","84.6","15629","1071"
"6","500","10","40","5000","100","13","11.391869000564652","17.715979672501412","5741","2189","477","67.2","70.39999999999999","11612","741"
"2","500","10","40","5000","100","14","8.212180746561886","14.106090373280944","5721","2319","481","63.2","67.80000000000001","11836","721"
"10","500","10","40","5000","100","12","5.433646812957157","11.718166890580683","5741","2029","491","41.6","45.800000000000004","12791","741"
"1","500","10","40","5000","100","5","0.8106355382619975","3.404669260700389","5060","842","500","6.800000000000001","6.800000000000001","5429","60"
"9","500","10","40","5000","100","4","0.6377042646472698","2.3913909924272616","5000","694","500","4.8","4.8","4348","0"
"8","500","10","40","5000","100","8","1.3841567291311756","4.131175468483816","5216","1278","499","12","13.200000000000001","7800","216"
"3","500","10","40","5000","100","19","23.08547181248737","18.478480501111335","6024","3116","442","80","84.8","14136","1024"
"4","500","10","40","5000","100","18","22.33360892930963","19.89458453906573","6306","3030","451","80.80000000000001","88.2","18482","1306"
"7","500","10","40","5000","100","9","2.8048082427017746","7.250524709024996","5267","1519","498","23.599999999999998","25","7445","267"
"5","500","10","40","5000","100","20","24.810722324534478","18.40597503580929","6133","3330","423","78.2","83.6","15906","1133"
"6","500","10","40","5000","100","14","13.94116087993639","18.83116883116883","5820","2347","469","72.2","76.4","12566","820"
"2","500","10","40","5000","100","15","10.305438291532159","15.160168860193693","5813","2486","478","69.19999999999999","73.8","12390","813"
"10","500","10","40","5000","100","13","7.227914705067848","13.168097479922459","5817","2192","488","50.6","55.800000000000004","13518","817"
"3","500","10","40","5000","100","20","25.097465886939574","18.489278752436647","6101","3298","433","80.4","84.8","14267","1101"
"1","500","10","40","5000","100","6","0.9787928221859705","4.13268080478521","5147","1005","500","8.4","8.4","6893","147"
"5","500","10","40","5000","100","21","26.829991109354935","18.30485034080806","6197","3511","414","77.60000000000001","82","16740","1197"
"4","500","10","40","5000","100","19","24.66501240694789","19.811414392059554","6405","3206","440","79.4","86.4","19361","1405"
"9","500","10","40","5000","100","5","0.8469055374592834","2.8664495114006514","5032","862","500","6.800000000000001","6.800000000000001","5392","32"
"7","500","10","40","5000","100","10","3.7771975630983468","8.98172323759791","5346","1686","497","30.4","33","8005","346"
"2","500","10","40","5000","100","16","12.4838063832293","16.370274408196913","5875","2655","473","73.8","80.2","12882","875"
"6","500","10","40","5000","100","15","16.35408852213053","19.72993248312078","5892","2518","460","73.4","78.60000000000001","13338","892"
"8","500","10","40","5000","100","9","1.7391304347826086","4.830917874396135","5312","1458","499","15.8","17","8432","312"
"5","500","10","40","5000","100","22","28.74354561101549","18.12966150315548","6258","3677","406","76.4","80.60000000000001","17524","1258"
"3","500","10","40","5000","100","21","27.16910032972209","18.28544512482336","6161","3486","427","80","84.8","14975","1161"
"10","500","10","40","5000","100","14","9.218203033838973","14.870997018021523","5915","2359","484","60","66.4","14411","915"
"4","500","10","40","5000","100","20","27.11072994091862","19.515913855536496","6468","3364","426","80","84.6","19968","1468"
"5","500","10","40","5000","100","23","30.304157752767185","17.998325737140732","6322","3852","400","75.4","79.4","18399","1322"
"3","500","10","40","5000","100","22","29.060531361270886","18.068109193828175","6214","3655","418","79.60000000000001","83","15741","1214"
"1","500","10","40","5000","100","7","1.589938300901756","5.078310393925012","5246","1170","500","13.8","13.8","7630","246"
"7","500","10","40","5000","100","11","4.86867392696989","10.474055092889174","5433","1852","497","40.400000000000006","42.4","8699","433"
"2","500","10","40","5000","100","17","14.791901012373454","16.996625421822273","5944","2831","466","76.8","84.39999999999999","13912","944"
"6","500","10","40","5000","100","16","18.977151651473896","20.208357996921983","5960","2689","453","78","82.8","14021","960"
"9","500","10","40","5000","100","6","1.1800219538968169","3.814489571899012","5094","1030","500","10","10","6182","94"
"5","500","10","40","5000","100","24","31.73739571998549","17.85455204932898","6379","4017","392","74","77.8","18672","1379"
"4","500","10","40","5000","100","21","29.19077799210067","19.307430880867088","6527","3533","413","77.4","82.19999999999999","20551","1527"
"3","500","10","40","5000","100","23","30.79443804800284","17.89921176158002","6267","3805","413","79.2","82.39999999999999","16270","1267"
"8","500","10","40","5000","100","10","2.3349719101123596","6.021769662921348","5436","1625","499","22.400000000000002","24","9046","436"
"10","500","10","40","5000","100","15","10.92292587137948","15.942562592047127","5992","2520","479","66.60000000000001","73","15029","992"
"5","500","10","40","5000","100","25","33.15361499027753","17.712568499204526","6416","4197","381","73.8","76","18912","1416"
"2","500","10","40","5000","100","18","17.213908924534397","17.33232856066315","6011","3026","454","78.8","86.2","14353","1011"
"3","500","10","40","5000","100","24","32.31260243250237","17.708962304839126","6310","3983","405","79","81","16590","1310"
"7","500","10","40","5000","100","12","5.936754176610978","12.097255369928401","5509","1997","490","44.6","47.8","9654","509"
"4","500","10","40","5000","100","22","31.172866909349196","19.026902246293172","6597","3704","409","77.8","81.8","20903","1597"
"6","500","10","40","5000","100","17","21.624675177945996","20.246299853123944","6008","2853","440","80.2","83.39999999999999","14786","1008"
"5","500","10","40","5000","100","26","34.48990160538581","17.529777317452098","6478","4345","370","71.6","73.8","19225","1478"
"3","500","10","40","5000","100","25","33.66136765076962","17.58768609639162","6370","4146","396","77","79.2","17073","1370"
"1","500","10","40","5000","100","8","2.075906898720906","6.1019081568462985","5334","1324","499","18.2","19","7928","334"
"4","500","10","40","5000","100","23","33.00051644000689","18.72095024961267","6689","3856","405","77.60000000000001","81","21344","1689"
"5","500","10","40","5000","100","27","35.75466126718974","17.34581962372395","6542","4509","367","71.6","73.4","19590","1542"
"7","500","10","40","5000","100","13","7.687998879708724","13.527517154460158","5575","2183","488","54.400000000000006","58.599999999999994","10379","575"
"9","500","10","40","5000","100","7","1.435063381966037","4.735709160487922","5178","1203","500","12.6","13.200000000000001","6852","178"
"3","500","10","40","5000","100","26","35.027923784494085","17.362023653088045","6420","4321","387","74.6","77.4","17739","1420"
"10","500","10","40","5000","100","16","13.204266172038023","17.064688152098306","6064","2677","470","71.6","79","15790","1064"
"5","500","10","40","5000","100","28","36.74549363320655","17.28956507359021","6603","4692","361","70.39999999999999","72.2","19939","1603"
"2","500","10","40","5000","100","19","19.669250645994833","17.42635658914729","6078","3163","441","77.2","84.6","15088","1078"
"6","500","10","40","5000","100","18","24.136811343218962","20.121225240826927","6069","3026","424","79.2","82","15561","1069"
"4","500","10","40","5000","100","24","34.57109479305741","18.599799732977303","6760","4022","394","76.8","78.8","22259","1760"
"8","500","10","40","5000","100","11","3.144553184662281","7.588641103802342","5554","1822","499","29.599999999999998","31.8","9603","554"
"3","500","10","40","5000","100","27","36.11111111111111","17.214170692431562","6466","4491","378","71.2","75.6","18326","1466"
"5","500","10","40","5000","100","29","37.68668831168831","17.191558441558442","6644","4849","355","69","71","20402","1644"
"7","500","10","40","5000","100","14","9.582730025009873","14.663683032776095","5654","2361","480","60.199999999999996","65.8","11151","654"
"5","500","10","40","5000","100","30","38.453550603083315","17.141944244747982","6682","5000","350","67.2","70","20845","1682"
"3","500","10","40","5000","100","28","37.10403665376412","17.094557232008846","6516","4653","369","70","73.8","19092","1516"
"4","500","10","40","5000","100","25","36.011035378123985","18.43557286595261","6823","4213","381","74.2","76.2","22623","1823"
"2","500","10","40","5000","100","20","22.10087370929309","17.45432883240667","6136","3335","436","77.8","85.2","15493","1136"
"5","500","10","40","5000","100","31","39.23463774948924","17.083136885117085","6705","5000","345","67","69","21155","1705"
"1","500","10","40","5000","100","9","2.8084628346751543","7.507957311364913","5435","1484","496","24.2","25.4","9014","435"
"10","500","10","40","5000","100","17","15.682819383259911","17.76431718061674","6140","2840","461","77","83.6","16362","1140"
"3","500","10","40","5000","100","29","38.035049627791565","16.989764267990072","6554","4824","367","69","73.4","19617","1554"
"9","500","10","40","5000","100","8","1.8671758964566094","5.643963505198387","5281","1357","500","15","16.2","7717","281"
"7","500","10","40","5000","100","15","11.413926740842605","15.689461182647833","5737","2520","477","66.8","73.2","11864","737"
"4","500","10","40","5000","100","26","37.28115345005149","18.24447437217777","6878","4357","375","73.2","75","23031","1878"
"5","500","10","40","5000","100","32","40.05255835523265","16.97325707219045","6743","5000","344","66","68.8","21553","1743"
"3","500","10","40","5000","100","30","38.74933190807055","16.958082003512253","6597","5000","362","66.4","72.39999999999999","19825","1597"
"6","500","10","40","5000","100","19","26.51554538837475","19.912654674014764","6145","3197","412","78","80.80000000000001","16161","1145"
"5","500","10","40","5000","100","33","40.83295264199786","16.834170854271356","6769","5000","342","64.4","68.4","22112","1769"
"3","500","10","40","5000","100","31","39.49902211523996","16.834662253648265","6638","5000","356","63.6","71.2","20521","1638"
"4","500","10","40","5000","100","27","38.592158073479474","18.06884841000309","6922","4514","362","70.8","72.39999999999999","23292","1922"
"2","500","10","40","5000","100","21","24.235158722547233","17.330008631437614","6203","3503","429","78.60000000000001","85","16444","1203"
"7","500","10","40","5000","100","16","13.718024985127899","16.41879833432481","5818","2659","466","71.6","78.60000000000001","12888","818"
"5","500","10","40","5000","100","34","41.62794183780542","16.684155299055615","6817","5000","335","60","67","22336","1817"
"8","500","10","40","5000","100","12","4.005956813104989","9.233060312732688","5652","2006","497","36.8","39.2","10176","652"
"10","500","10","40","5000","100","18","17.85902433884733","18.24886734801391","6244","2988","453","79.60000000000001","85.6","17800","1244"
"3","500","10","40","5000","100","32","40.314948987135885","16.745527132929173","6702","5000","352","61.6","70.39999999999999","20840","1702"
"4","500","10","40","5000","100","28","39.71165458937198","17.904589371980677","6989","4664","360","69.6","72","23471","1989"
"1","500","10","40","5000","100","10","3.7529853292391677","9.126577959740704","5535","1652","494","32.6","34","10105","535"
"5","500","10","40","5000","100","35","42.468680913780396","16.52173913043478","6856","5024","332","57.199999999999996","66.4","22641","1856"
"9","500","10","40","5000","100","9","2.6390734763622556","6.683121321435352","5383","1508","499","21.2","23.200000000000003","8410","383"
"6","500","10","40","5000","100","20","28.56425702811245","19.688755020080322","6212","3379","402","78","79.4","16827","1212"
"3","500","10","40","5000","100","33","41.04412407164701","16.644823066841415","6751","5000","350","59","70","21709","1751"
"7","500","10","40","5000","100","17","15.829459122349473","17.065426919151832","5886","2834","456","75.6","81","13428","886"
"4","500","10","40","5000","100","29","40.67683649289099","17.742890995260662","7032","4826","355","68.4","71","23968","2032"
"2","500","10","40","5000","100","22","26.199330606173298","17.116028263294904","6257","3671","424","77.8","84.2","17112","1257"
"5","500","10","40","5000","100","36","43.28477205189534","16.380372544756106","6894","5074","327","55.2","65.4","23154","1894"
"3","500","10","40","5000","100","34","41.76816162774036","16.578306347614273","6790","5000","347","56.8","69.39999999999999","22109","1790"
"5","500","10","40","5000","100","37","44.07299166013258","16.202152683726567","6935","5131","322","52.6","64.4","23499","1935"
"4","500","10","40","5000","100","30","41.690222512140316","17.590780604479235","7075","5000","346","65.60000000000001","69.19999999999999","24313","2075"
"3","500","10","40","5000","100","35","42.65596394873961","16.3709336713139","6837","5022","344","52.800000000000004","68.8","22715","1837"
"10","500","10","40","5000","100","19","20.389623498536388","18.26991016453013","6305","3136","446","80.4","86","18481","1305"
"8","500","10","40","5000","100","13","5.314143371159701","10.946581787987823","5716","2178","496","44.2","47.599999999999994","10926","716"
"2","500","10","40","5000","100","23","28.02346570397112","16.949458483754512","6318","3832","413","75.2","82.19999999999999","17809","1318"
"6","500","10","40","5000","100","21","30.599980614519723","19.424251235824368","6258","3525","399","78.4","79","17690","1258"
"7","500","10","40","5000","100","18","17.929759704251385","17.42959660758943","5953","3034","447","76.8","82.6","13971","953"
"1","500","10","40","5000","100","11","4.748472026328162","10.797680614323774","5612","1834","494","42.8","44.800000000000004","10958","612"
"4","500","10","40","5000","100","31","42.68058810995099","17.401804105405212","7112","5000","338","62.6","67.60000000000001","24583","2112"
"3","500","10","40","5000","100","36","43.345822925339995","16.215653621981684","6878","5080","341","48","68.2","23067","1878"
"5","500","10","40","5000","100","38","44.797809604043806","16.041842179163158","6968","5200","317","49.2","63.4","23791","1968"
"3","500","10","40","5000","100","37","44.10217881292262","16.064476470186463","6932","5135","338","45.4","67.60000000000001","23351","1932"
"9","500","10","40","5000","100","10","3.4673106779368643","8.383646713817491","5478","1658","498","29.599999999999998","32","9812","478"
"4","500","10","40","5000","100","32","43.56490836875479","17.26012124590621","7131","5000","331","60","66.2","25142","2131"
"5","500","10","40","5000","100","39","45.50107199668027","15.907047513659311","6998","5275","315","46","63","24337","1998"
"2","500","10","40","5000","100","24","29.627678257815244","16.815946610467158","6370","4017","401","74.6","80","18358","1370"
"7","500","10","40","5000","100","19","20.257268353900855","17.496339677891655","6018","3179","442","80","85.6","14639","1018"
"10","500","10","40","5000","100","20","22.91847983753989","18.267092157431584","6386","3310","442","80.60000000000001","86.8","19263","1386"
"3","500","10","40","5000","100","38","44.77280376977449","15.900370245708514","6968","5225","334","43.6","66.8","23387","1968"
"6","500","10","40","5000","100","22","32.483120780195044","19.16729182295574","6323","3672","391","77.2","77.60000000000001","18496","1323"
"5","500","10","40","5000","100","40","46.076156680769756","15.818206633001228","7035","5383","310","42.8","62","24749","2035"
"4","500","10","40","5000","100","33","44.5514133551823","17.049023624197734","7173","5000","329","58.199999999999996","65.8","25744","2173"
"3","500","10","40","5000","100","39","45.325891967311144","15.819546873961862","7039","5316","332","42.199999999999996","66.4","23867","2039"
"1","500","10","40","5000","100","12","6.176768407348473","12.657312310140314","5673","2000","492","50.4","53.2","11359","673"
"5","500","10","40","5000","100","41","46.57137077742566","15.723821724765694","7061","5478","307","38.2","61.4","24911","2061"
"8","500","10","40","5000","100","14","7.069791531788165","12.378609348698692","5786","2347","493","52.800000000000004","57.99999999999999","11836","786"
