(mean) mosquito_to_human_rate,(std) mosquito_to_human_rate,(mean) human_to_mosquito_rate,(std) human_to_mosquito_rate,(mean) total-mosquitoes,(std) total-mosquitoes,(mean) mosquito-death-toll,(std) mosquito-death-toll,(mean) cur-human-population,(std) cur-human-population,(mean) %infected-humans,(std) %infected-humans,(mean) %recovered-humans,(std) %recovered-humans,(mean) total-larvae,(std) total-larvae,(mean) total-hatched-larvae,(std) total-hatched-larvae
6.666641428,0.821677996,13.13925386,0.999677832,5804.1,69.32741161,2010.5,26.47734881,494,3.098386677,49.42,4.573357629,53.54,4.309106636,14163.4,1064.83071,804.1,69.32741161
8.368489968,0.97536029,14.90399552,0.979905267,5906.7,82.79981884,2171.1,25.5007843,489,4.219004622,57.4,4.141497314,62.16,3.948468057,15037.1,1140.332359,906.7,82.79981884
10.37881747,1.068420885,16.34758679,0.977161223,6013.1,93.75121333,2332.5,28.36987839,484.7,4.980963762,65.62,3.617125931,71.28,3.291443452,15959.5,1244.801611,1013.1,93.75121333
12.65694495,1.151328223,17.46666483,0.971044325,6113,104.066325,2503.3,24.64568928,478.6,4.820788317,72.56,3.714619765,78.6,3.498571137,16784.4,1305.560278,1113,104.066325
15.0809151,1.274442371,18.32505484,0.904321663,6205.4,108.0964384,2675.9,31.00145158,470.2,5.381449619,77.1,2.965467923,83.46,2.69525509,17783.6,1361.880332,1205.4,108.0964384
17.60269867,1.353403914,18.85068773,0.770799333,6294,118.388344,2844.2,37.15857909,461.7,6.664082833,78.84,2.749254444,85.32,2.176602858,18667.9,1381.144341,1294,118.388344
20.10473514,1.456320463,19.11541687,0.606589262,6382.6,124.588282,3011,38.75564475,451.7,7.128113355,79.8,2.894131994,86.2,1.859032006,19570.5,1459.99988,1382.6,124.588282
22.55391051,1.491912147,19.151597,0.556960085,6466.5,129.4374366,3177.4,35.55052742,441.3,8.050465825,80.44,2.691913817,85.96,1.803995565,20363.1,1484.269346,1466.5,129.4374366
24.91570034,1.468531558,19.05776131,0.469956869,6555.1,130.4012653,3345.3,25.66339806,431.6,9.254188241,80.32,2.884718357,84.82,1.978787508,21119.3,1541.320411,1555.1,130.4012653
27.09645713,1.460481805,18.88965041,0.460920602,6634,134.2795591,3509.5,25.76916762,421.9,9.374966667,79.74,2.459349507,83.62,1.870721786,21995.4,1549.918785,1634,134.2795591
29.1210153,1.433428197,18.72722172,0.429346387,6723.4,132.7404987,3674.2,22.44459846,411.8,9.019977827,78.88,2.322412539,82,1.745852227,22774.7,1645.894957,1723.4,132.7404987
31.01494282,1.328032634,18.54631589,0.406891115,6808.1,137.1622762,3839.9,22.70880886,404,8.087026648,78.06,2.126123233,80.62,1.497865147,23500.9,1685.401759,1808.1,137.1622762
32.66881388,1.323013621,18.37498075,0.383622768,6886.6,140.7062188,4008.3,23.13460611,396.1,8.904493248,76.96,2.037253053,79.08,1.699882349,24234.5,1812.643387,1886.6,140.7062188
34.27814602,1.328869504,18.18176082,0.358066538,6968,139.9242652,4173.8,27.44376068,388.7,6.943342135,75.78,1.616044554,77.66,1.368356679,24931.6,1803.961651,1968,139.9242652
35.74059796,1.265218622,17.9750559,0.359220992,7042.6,144.1139827,4339.5,17.18865905,381.8,8.255906976,74.54,1.739080217,76.3,1.613071604,25561.9,1930.661413,2042.6,144.1139827
37.02835059,1.224885107,17.83450008,0.345661524,7114.5,145.8226663,4504.9,16.12110418,375.5,8.00312439,73.14,1.924681792,75.06,1.546738504,26302,1975.478879,2114.5,145.8226663
38.24477272,1.210145646,17.67614271,0.341154587,7186.5,151.3659473,4662.4,13.97998569,368.1,6.774215822,71.2,1.431083506,73.62,1.354843164,26951.7,2046.654346,2186.5,151.3659473
39.32868276,1.203373641,17.53514991,0.313827543,7256.8,160.6591423,4832.9,12.08676963,361.3,5.657738064,68.92,1.642437213,72.26,1.131547613,27560.5,2059.196506,2256.8,160.6591423
40.32371168,1.200159629,17.42011749,0.287230257,7317,168.3627037,5000,0,355.8,5.963220606,66.72,2.172924297,71.16,1.192644121,28068,2081.276483,2317,168.3627037
41.33455388,1.204224717,17.27178373,0.265712933,7383.3,172.8016493,5000,0,351.5,5.920304046,64.98,2.554133904,70.3,1.184060809,28731.9,2168.801718,2383.3,172.8016493
42.31140196,1.18280227,17.11596651,0.250710028,7444.8,181.7711748,5000,0,346.8,6.209669879,62.54,3.46415935,69.36,1.241933976,29493.1,2148.811041,2444.8,181.7711748
43.3020206,1.197447775,16.95802932,0.224204198,7503.2,185.1571225,5000,0,341,6.693280212,59.28,4.226771818,68.2,1.338656042,30260.1,2212.815602,2503.2,185.1571225
44.27884053,1.184230013,16.78529075,0.213527987,7555.8,189.2478798,5000,0,337,7.155417528,56.24,4.810654841,67.4,1.431083506,31078.3,2157.182007,2555.8,189.2478798
45.20216173,1.196798532,16.60642142,0.190778211,7610.3,194.0963936,5044.3,11.1718396,334.2,7.560423269,53.54,5.504216566,66.84,1.512084654,31653.3,2256.182885,2610.3,194.0963936
46.1134188,1.178161854,16.41783136,0.199170172,7671,200.1564388,5116.4,19.47408534,330.6,8.616263691,50.54,5.678767472,66.12,1.723252738,32519.8,2289.00436,2671,200.1564388
46.94080962,1.196534845,16.2631361,0.196213405,7739.8,201.5350094,5210.8,33.7277334,327.3,9.839207285,47.16,6.281273756,65.46,1.967841457,33374.2,2465.898652,2739.8,201.5350094
47.68409187,1.195131739,16.10380285,0.199500187,7811.8,203.8047104,5317.8,39.5898977,324.6,11.05621997,44.1,6.705967492,64.92,2.211243994,34135,2661.265827,2811.8,203.8047104
48.39610887,1.21428907,15.97969236,0.223925478,7878.6,206.9735249,5444.5,45.6360603,322.6,11.03811578,40.94,6.843420198,64.52,2.207623156,34753.9,2770.428214,2878.6,206.9735249
49.0495609,1.213748359,15.85499822,0.223455763,7948.8,210.851986,5572.1,55.34699631,321.1,11.07655181,37.74,7.348496445,64.22,2.215310362,35371.1,2846.702424,2948.8,210.851986
49.64542882,1.198705394,15.7261511,0.224111419,8021,217.900436,5691.3,64.28693491,319.6,11.13732463,34.56,7.778328869,63.92,2.227464927,36014.1,2986.603337,3021,217.900436
50.23536098,1.19045041,15.5881148,0.243825682,8095.4,232.9884976,5804.1,69.32741161,317.4,11.30663522,31.3,7.852260821,63.48,2.261327044,36723.7,2995.240192,3095.4,232.9884976
50.74560915,1.1681505,15.47201495,0.263519201,8163.5,245.8232088,5906.7,82.79981884,315.8,11.71153278,28.78,7.587067945,63.16,2.342306556,37349.1,3116.472668,3163.5,245.8232088
51.18245009,1.174425468,15.36988341,0.274502185,8226.6,257.4242413,6013.1,93.75121333,314.4,12.14248739,26.14,7.369694702,62.88,2.428497478,37871.7,3083.709456,3226.6,257.4242413
51.63210987,1.15544222,15.25186777,0.287679479,8291.2,268.391058,6113,104.066325,313.5,12.27395617,23.62,6.973349267,62.7,2.454791233,38374.4,3104.875205,3291.2,268.391058
52.03110461,1.129205912,15.13466027,0.300072017,8352.7,274.2623015,6205.4,108.0964384,312.5,12.31462545,21.6,6.87197206,62.5,2.46292509,38903.9,3175.183568,3352.7,274.2623015
52.3838278,1.126094603,15.02947867,0.308947072,8412.7,282.1762038,6294,118.388344,311,12.9305839,19.28,6.803646081,62.2,2.58611678,39517.8,3304.011192,3412.7,282.1762038
52.72934479,1.10940428,14.9124629,0.328302228,8468.8,287.0999129,6382.6,124.588282,310.2,12.9444969,17.36,6.6252849,62.04,2.58889938,40072.5,3325.42362,3468.8,287.0999129
53.03203023,1.101527988,14.79369022,0.341777219,8521.6,286.9537245,6466.5,129.4374366,309.6,12.776541,15.32,6.284075111,61.92,2.555308201,40556.9,3341.323763,3521.6,286.9537245
53.27626585,1.085061117,14.68815955,0.355946072,8572.7,292.0986306,6555.1,130.4012653,309.1,13.0724902,13.34,5.964595544,61.82,2.61449804,41084.6,3437.203637,3572.7,292.0986306
53.54258859,1.095359563,14.57700411,0.362628845,8620.2,298.8145913,6634,134.2795591,308.5,13.01729619,11.5,5.81119609,61.7,2.603459237,41582.7,3487.579219,3620.2,298.8145913
53.75671131,1.09695192,14.46764874,0.37135035,8675.1,301.1134172,6723.4,132.7404987,307.8,12.89806187,9.88,5.286359806,61.56,2.579612374,42105,3604.404916,3675.1,301.1134172
53.92024641,1.09423701,14.35896904,0.379980079,8726.4,304.5006404,6808.1,137.1622762,306.9,13.02651143,8.36,4.791492461,61.38,2.605302286,42599.3,3627.474219,3726.4,304.5006404
54.07964677,1.100229243,14.24807635,0.39565857,8774.4,313.1916985,6886.6,140.7062188,306.7,13.0617763,7.52,4.327770789,61.34,2.612355259,43051.5,3680.573169,3774.4,313.1916985
54.2144459,1.105747256,14.13189379,0.406759886,8823.6,320.7660206,6968,139.9242652,306.5,13.08625233,6.54,3.948721312,61.3,2.617250466,43566.7,3643.195302,3823.6,320.7660206
54.30369216,1.091590689,14.02349327,0.418494532,8874.3,328.3038379,7042.6,144.1139827,306.3,13.1381125,5.8,3.623258202,61.26,2.6276225,44062.8,3616.121784,3874.3,328.3038379
54.39476658,1.113853851,13.90774103,0.433653197,8919,333.6387268,7114.5,145.8226663,305.9,13.3,4.98,3.47844793,61.18,2.66,44567.6,3743.263234,3919,333.6387268
54.45249632,1.13421575,13.79150774,0.440519478,8968.9,339.8965872,7186.5,151.3659473,305.7,13.36450523,4.24,2.856291302,61.14,2.672901046,44974.6,3777.345714,3968.9,339.8965872
54.48076396,1.146591517,13.68804259,0.450530967,9018.3,344.9391396,7256.8,160.6591423,305.7,13.36450523,3.64,2.714111273,61.14,2.672901046,45382.3,3864.720431,4018.3,344.9391396
54.49419313,1.190918764,13.57744704,0.45858951,9068.5,346.9487714,7317,168.3627037,305.6,13.41044369,3.22,2.312487838,61.12,2.682088738,45768.6,3972.881025,4068.5,346.9487714
54.46126798,1.221872536,13.46300139,0.467254442,9115.5,350.5773096,7383.3,172.8016493,305.3,13.63121418,2.74,2.167117902,61.06,2.726242836,46275.5,4124.286829,4115.5,350.5773096
54.42528079,1.245393173,13.35570275,0.471135298,9160.6,355.0727249,7444.8,181.7711748,305.2,13.59264507,2.26,1.837498299,61.04,2.718529014,46761.7,4129.566686,4160.6,355.0727249
54.37097857,1.295328191,13.24591681,0.475151533,9200.5,362.2955285,7503.2,185.1571225,305.1,13.65613415,2,1.592482339,61.02,2.731226831,47181.3,4131.564112,4200.5,362.2955285
54.28603084,1.343038833,13.13598949,0.479633547,9240.5,373.1174748,7555.8,189.2478798,304.8,13.65137356,1.72,1.305986217,60.96,2.730274711,47641.1,4185.793006,4240.5,373.1174748
54.18432358,1.38218425,13.03761464,0.483581798,9283.2,386.1255754,7610.3,194.0963936,304.8,13.65137356,1.38,1.033247308,60.96,2.730274711,48030,4170.092037,4283.2,386.1255754
54.06601641,1.443849599,12.9325086,0.492314965,9320.9,388.3149366,7671,200.1564388,304.8,13.65137356,1.1,0.835463943,60.96,2.730274711,48477.2,4293.433633,4320.9,388.3149366
53.92393293,1.5015323,12.8295765,0.4935073,9363.1,393.7960005,7739.8,201.5350094,304.8,13.65137356,0.88,0.76,60.96,2.730274711,48928.7,4434.691963,4363.1,393.7960005
53.77813753,1.553029337,12.73052805,0.500707604,9407.5,395.9154581,7811.8,203.8047104,304.8,13.65137356,0.8,0.721110255,60.96,2.730274711,49329.9,4508.312666,4407.5,395.9154581
53.60993502,1.599994938,12.63743428,0.504354623,9447.2,401.2063808,7878.6,206.9735249,304.7,13.71167386,0.68,0.567097875,60.94,2.742334772,49823.1,4580.158915,4447.2,401.2063808
53.42526582,1.643321409,12.54555675,0.508297075,9487.5,407.0393716,7948.8,210.851986,304.7,13.71167386,0.62,0.468614981,60.94,2.742334772,50128.3,4644.790524,4487.5,407.0393716
53.23397744,1.676992898,12.4571547,0.511504555,9525.6,412.5683459,8021,217.900436,304.7,13.71167386,0.54,0.38,60.94,2.742334772,50419.5,4636.546026,4525.6,412.5683459
53.03120201,1.718207679,12.37143892,0.515037482,9563,418.2138209,8095.4,232.9884976,304.7,13.71167386,0.44,0.293938769,60.94,2.742334772,50837.9,4693.070348,4563,418.2138209
52.81201945,1.756384267,12.28558939,0.515872925,9604.2,424.9670105,8163.5,245.8232088,304.7,13.71167386,0.34,0.269072481,60.94,2.742334772,51276.7,4817.588568,4604.2,424.9670105
52.59554926,1.788959941,12.20626838,0.517753174,9643.7,435.7673806,8226.6,257.4242413,304.7,13.71167386,0.28,0.256124969,60.94,2.742334772,51706.7,4905.78426,4643.7,435.7673806
52.36919386,1.828149436,12.12795026,0.521039023,9680.6,441.8914346,8291.2,268.391058,304.7,13.71167386,0.26,0.253771551,60.94,2.742334772,52047,4918.079219,4680.6,441.8914346
52.12277229,1.855021899,12.04983881,0.525097656,9716.9,443.9415389,8352.7,274.2623015,304.7,13.71167386,0.22,0.244131112,60.94,2.742334772,52496.7,4953.177728,4716.9,443.9415389
51.88627925,1.882860162,11.97422794,0.526732999,9754,450.3465332,8412.7,282.1762038,304.7,13.71167386,0.14,0.156204994,60.94,2.742334772,52821.9,5015.420988,4754,450.3465332
51.64529695,1.908556861,11.90125442,0.527315754,9793.1,457.2201767,8468.8,287.0999129,304.7,13.71167386,0.16,0.149666295,60.94,2.742334772,53225.5,5022.951448,4793.1,457.2201767
51.39814223,1.925104105,11.82996731,0.528711105,9828.9,458.8778596,8521.6,286.9537245,304.7,13.71167386,0.14,0.156204994,60.94,2.742334772,53577,5033.252467,4828.9,458.8778596
51.17125277,1.951686238,11.76360521,0.532260851,9866.5,464.0360439,8572.7,292.0986306,304.7,13.71167386,0.12,0.132664992,60.94,2.742334772,54020.9,5114.768273,4866.5,464.0360439
50.93027777,1.974768831,11.69652822,0.534050969,9902.1,468.3521005,8620.2,298.8145913,304.7,13.71167386,0.1,0.134164079,60.94,2.742334772,54390.4,5079.344273,4902.1,468.3521005
50.68990429,1.98521976,11.63066553,0.535474408,9939.4,473.4330364,8675.1,301.1134172,304.7,13.71167386,0.08,0.09797959,60.94,2.742334772,54698.8,5127.583813,4939.4,473.4330364
50.45690014,1.997384028,11.56623121,0.536429368,9976.4,476.9868342,8726.4,304.5006404,304.7,13.71167386,0.04,0.08,60.94,2.742334772,55073.3,5275.309907,4976.4,476.9868342
50.22040888,2.01118435,11.50343107,0.539675518,10015.1,481.5544517,8774.4,313.1916985,304.7,13.71167386,0.04,0.08,60.94,2.742334772,55488,5273.052721,5015.1,481.5544517
49.98303877,2.029271394,11.44015386,0.540506071,10050.9,485.8770318,8823.6,320.7660206,304.7,13.71167386,0.04,0.08,60.94,2.742334772,55897.8,5323.317082,5050.9,485.8770318
49.74591589,2.036981668,11.37740582,0.540886776,10084.6,488.883258,8874.3,328.3038379,304.7,13.71167386,0.04,0.08,60.94,2.742334772,56148.7,5411.131916,5084.6,488.883258
49.51082598,2.042904073,11.31677502,0.540951161,10120.8,496.2895929,8919,333.6387268,304.7,13.71167386,0.04,0.08,60.94,2.742334772,56466.2,5524.483357,5120.8,496.2895929
49.27508361,2.059050428,11.25719454,0.542308486,10153.5,499.3838704,8968.9,339.8965872,304.7,13.71167386,0.04,0.08,60.94,2.742334772,56843.4,5607.506936,5153.5,499.3838704
49.04080089,2.064301197,11.19951709,0.542108441,10190.1,503.4263501,9018.3,344.9391396,304.7,13.71167386,0.02,0.06,60.94,2.742334772,57196.6,5720.753538,5190.1,503.4263501
48.81534529,2.073929216,11.14392908,0.543310475,10218.9,509.1006678,9068.5,346.9487714,304.7,13.71167386,0.02,0.06,60.94,2.742334772,57524,5785.953681,5218.9,509.1006678
48.60212775,2.091817234,11.09124136,0.546691481,10250.1,518.9661742,9115.5,350.5773096,304.7,13.71167386,0,0,60.94,2.742334772,57777.9,5788.435064,5250.1,518.9661742
48.38414187,2.102625212,11.03721673,0.547206752,10283.3,526.6898613,9160.6,355.0727249,304.7,13.71167386,0,0,60.94,2.742334772,58052.2,5851.128623,5283.3,526.6898613
48.16696188,2.113377435,10.98460265,0.548669926,10319.2,536.4674827,9200.5,362.2955285,304.7,13.71167386,0,0,60.94,2.742334772,58281.2,5744.689875,5319.2,536.4674827
47.94673186,2.127347672,10.93155823,0.550697843,10350.6,547.0446417,9240.5,373.1174748,304.7,13.71167386,0,0,60.94,2.742334772,58528.7,5837.563431,5350.6,547.0446417
47.73412774,2.130464347,10.8801977,0.549754449,10380.2,552.2596853,9283.2,386.1255754,304.7,13.71167386,0,0,60.94,2.742334772,58824.4,5897.081112,5380.2,552.2596853
47.53219005,2.13425387,10.83143546,0.549342678,10406,557.1832733,9320.9,388.3149366,304.7,13.71167386,0,0,60.94,2.742334772,59204.4,6019.726791,5406,557.1832733
47.32964487,2.141701866,10.78240324,0.550562568,10430.5,557.0556974,9363.1,393.7960005,304.7,13.71167386,0,0,60.94,2.742334772,59462.9,6130.645552,5430.5,557.0556974
47.12595526,2.15021208,10.73442955,0.551247007,10452.2,558.8369709,9407.5,395.9154581,304.7,13.71167386,0,0,60.94,2.742334772,59812.6,6173.975918,5452.2,558.8369709
46.94004259,2.155047095,10.69010469,0.55183955,10475,562.4322181,9447.2,401.2063808,304.7,13.71167386,0,0,60.94,2.742334772,60138.6,6280.455305,5475,562.4322181
46.75568329,2.170255304,10.64614044,0.554083287,10504.4,567.1904795,9487.5,407.0393716,304.7,13.71167386,0,0,60.94,2.742334772,60415.2,6292.837084,5504.4,567.1904795
46.5668732,2.179573384,10.60173548,0.554867632,10534.8,576.6835874,9525.6,412.5683459,304.7,13.71167386,0,0,60.94,2.742334772,60650.3,6301.609986,5534.8,576.6835874
