(mean) mosquito_to_human_rate,(std) mosquito_to_human_rate,(mean) human_to_mosquito_rate,(std) human_to_mosquito_rate,(mean) total-mosquitoes,(std) total-mosquitoes,(mean) mosquito-death-toll,(std) mosquito-death-toll,(mean) cur-human-population,(std) cur-human-population,(mean) %infected-humans,(std) %infected-humans,(mean) %recovered-humans,(std) %recovered-humans,(mean) total-larvae,(std) total-larvae,(mean) total-hatched-larvae,(std) total-hatched-larvae
47.60776278,2.137005014,15.20351163,0.401794884,7338.7,142.981852,5704.3,87.63224292,310.4,12.00999584,32.74,4.860493802,62.08,2.401999167,27132.4,1622.429795,2338.7,142.981852
48.06935284,2.092444259,15.11073357,0.394782095,7377,148.7521428,5786.4,96.32984999,308.9,11.84440796,30.9,5.212485012,61.78,2.368881593,27468.2,1662.031215,2377,148.7521428
48.50897032,2.072852882,15.01804533,0.378372216,7417.4,153.1562601,5864.4,98.30178025,307.2,11.47867588,28.88,5.386056071,61.44,2.295735176,27852.2,1711.117284,2417.4,153.1562601
48.91103729,2.053961895,14.93090958,0.368583333,7453.4,158.2366582,5939,103.5277741,305.7,11.50695442,26.74,5.053355321,61.14,2.301390884,28200,1744.190758,2453.4,158.2366582
49.28541739,2.008012587,14.85047502,0.363331375,7483.9,161.5094115,6008.4,108.1815141,303.4,11.37717012,24.7,5.515976795,60.68,2.275434025,28557.3,1805.61026,2483.9,161.5094115
49.6333982,1.983185278,14.77050124,0.358011739,7515.5,161.6120354,6085.1,114.6258697,302.4,11.64645869,23.04,5.724194266,60.48,2.329291738,28917.7,1838.852852,2515.5,161.6120354
49.94095,1.951244202,14.6963294,0.355580676,7549.2,166.7931653,6158.5,120.4294399,301.4,11.51694404,21.18,5.630239782,60.28,2.303388808,29205.5,1936.4512,2549.2,166.7931653
50.23353725,1.910117632,14.63322578,0.351156411,7579.4,169.4539465,6224.6,121.3278204,300.4,11.79152238,19.66,5.169177884,60.08,2.358304476,29444.5,1988.177872,2579.4,169.4539465
50.51317631,1.875868309,14.55852311,0.35131845,7610.6,173.5650887,6287.6,119.5208768,299.3,12.1,17.68,5.508684053,59.86,2.42,29739.5,1980.817571,2610.6,173.5650887
50.75365106,1.8350067,14.4820732,0.349447934,7643.1,178.7346917,6353.8,128.3742965,299,12.0664825,16.16,5.396887992,59.8,2.413296501,30040.8,2054.851226,2643.1,178.7346917
50.98722964,1.783561625,14.39885397,0.358441855,7674.2,183.2592699,6415.8,136.7909354,298.2,11.90630085,14.82,5.468784143,59.64,2.381260171,30340.2,2085.270285,2674.2,183.2592699
51.2029506,1.736995346,14.32095732,0.363475674,7701.2,186.4418408,6473.9,142.6453294,297.8,11.96494881,13.56,5.637588137,59.56,2.392989762,30668,2109.070459,2701.2,186.4418408
51.38850959,1.700505254,14.24801749,0.359660582,7728.6,191.5464435,6535.7,149.2421187,296.6,11.934823,11.44,5.002239498,59.32,2.3869646,30953.5,2072.519686,2728.6,191.5464435
51.55923938,1.662047499,14.17141059,0.364553582,7755.2,196.5236881,6593.7,151.4265829,295.6,11.7405281,9.98,4.724785709,59.12,2.348105619,31180,2065.676935,2755.2,196.5236881
51.70921456,1.633290236,14.09796633,0.365897978,7780.6,200.4810215,6647.8,153.9173804,295.2,11.66876172,8.84,4.261267417,59.04,2.333752343,31449.9,2114.528054,2780.6,200.4810215
51.83051751,1.602501063,14.029794,0.368966103,7808.4,201.3798401,6709,156.8017857,294.8,11.77964346,7.96,4.068218283,58.96,2.355928692,31723.3,2131.495534,2808.4,201.3798401
51.93448724,1.577982928,13.96156085,0.374692978,7836.3,201.7731647,6760.1,156.1188329,294.5,11.66404733,7.18,3.816228505,58.9,2.332809465,31987,2207.824042,2836.3,201.7731647
52.03073077,1.558326226,13.88753834,0.371760739,7861.9,203.5335108,6805.9,157.8445121,294.1,11.8275103,6.32,3.537456714,58.82,2.365502061,32221.6,2249.759507,2861.9,203.5335108
52.09555299,1.533040402,13.82014371,0.371252444,7889.3,208.0456921,6850.3,155.8538097,293.9,11.73413823,5.5,3.191551347,58.78,2.346827646,32449.8,2328.352972,2889.3,208.0456921
52.1473086,1.507535649,13.75385272,0.373028242,7915.1,210.1373123,6893.6,149.6804596,293.9,11.73413823,4.98,2.93591553,58.78,2.346827646,32646.6,2360.157588,2915.1,210.1373123
52.19700026,1.481861918,13.69012894,0.374664286,7940.9,214.2239249,6931.6,148.9115174,293.8,11.6258333,4.42,2.649452774,58.76,2.325166661,32876.5,2464.578148,2940.9,214.2239249
52.22413847,1.463107048,13.63412952,0.36961667,7966.3,218.7638224,6975.1,145.3185811,293.8,11.6258333,3.96,2.444258579,58.76,2.325166661,33051.4,2478.370158,2966.3,218.7638224
52.230532,1.441404025,13.56804294,0.374810941,7987.4,223.5008725,7014.1,142.0756489,293.3,11.40219277,3.36,2.104851539,58.66,2.280438554,33247.2,2494.970974,2987.4,223.5008725
52.24343718,1.430817152,13.5054983,0.373058572,8010.1,227.8852562,7055.4,142.320905,292.8,11.17855089,2.92,1.924993506,58.56,2.235710178,33379.8,2533.680714,3010.1,227.8852562
52.23256897,1.411962863,13.43977009,0.369002219,8029.5,233.4477458,7099.7,139.3391905,292.6,11.10135127,2.48,1.605490579,58.52,2.220270254,33532.3,2548.99702,3029.5,233.4477458
52.20521538,1.395537767,13.37572363,0.371322368,8048.9,238.2429222,7141,135.6561831,292.4,10.91054536,2.08,1.371714256,58.48,2.182109072,33789.1,2587.064725,3048.9,238.2429222
52.16156309,1.388249906,13.31502562,0.369850039,8067.7,240.3456053,7183.4,132.3557328,292.3,10.8078675,1.74,1.261903324,58.46,2.161573501,33993.3,2605.818607,3067.7,240.3456053
52.11922097,1.373209494,13.25637762,0.371473478,8080.5,242.7674813,7223.2,131.7723795,292.3,10.8078675,1.5,1.047854952,58.46,2.161573501,34211,2621.529668,3080.5,242.7674813
52.05906682,1.366964727,13.19625377,0.377248537,8096.1,244.7302392,7265.2,133.7129762,292.3,10.8078675,1.28,0.992773892,58.46,2.161573501,34379.9,2679.105241,3096.1,244.7302392
51.98771945,1.375329234,13.13783822,0.378525495,8113.6,249.1317724,7300.4,138.5331729,292.2,10.71260939,1.1,0.844985207,58.44,2.142521879,34580,2680.535208,3113.6,249.1317724
51.92001969,1.364392808,13.08150657,0.377647452,8131.4,249.3833194,7338.7,142.981852,292.2,10.71260939,0.96,0.757891813,58.44,2.142521879,34735.2,2694.110013,3131.4,249.3833194
51.83616032,1.377908274,13.02538172,0.380904718,8151.6,251.0574436,7377,148.7521428,292.2,10.71260939,0.9,0.627694193,58.44,2.142521879,34935.8,2722.321759,3151.6,251.0574436
51.75159817,1.387091203,12.97360449,0.378276436,8168.3,252.7002374,7417.4,153.1562601,292.2,10.71260939,0.82,0.582752091,58.44,2.142521879,35090.8,2800.632564,3168.3,252.7002374
51.65018206,1.384720144,12.92513261,0.37797771,8187.5,255.5876562,7453.4,158.2366582,292.2,10.71260939,0.82,0.532541078,58.44,2.142521879,35284.9,2813.091483,3187.5,255.5876562
51.54009578,1.399261235,12.87276056,0.382157754,8205.7,257.6459004,7483.9,161.5094115,292.2,10.71260939,0.66,0.358329457,58.44,2.142521879,35405.6,2798.5437,3205.7,257.6459004
51.42336916,1.403288946,12.82802111,0.383377571,8222.7,260.444639,7515.5,161.6120354,292.2,10.71260939,0.6,0.268328157,58.44,2.142521879,35507.6,2837.287127,3222.7,260.444639
51.31099915,1.41435091,12.78317655,0.385104306,8241,262.6872665,7549.2,166.7931653,292.2,10.71260939,0.52,0.256124969,58.44,2.142521879,35631.1,2874.588578,3241,262.6872665
51.19674604,1.422655545,12.73487826,0.38517326,8257.4,265.4754979,7579.4,169.4539465,292.2,10.71260939,0.44,0.28,58.44,2.142521879,35794.5,2957.415569,3257.4,265.4754979
51.07373382,1.428300788,12.69060266,0.382552993,8272,265.8138446,7610.6,173.5650887,292.2,10.71260939,0.34,0.253771551,58.44,2.142521879,35930,2984.587576,3272,265.8138446
50.95086939,1.435315181,12.65025165,0.381989577,8284.5,267.836984,7643.1,178.7346917,292.2,10.71260939,0.22,0.166132477,58.44,2.142521879,36092.4,3065.186526,3284.5,267.836984
50.82925126,1.437293656,12.60490639,0.382661056,8295.7,269.2523166,7674.2,183.2592699,292.2,10.71260939,0.22,0.166132477,58.44,2.142521879,36290.8,3126.138506,3295.7,269.2523166
50.71044889,1.436621273,12.56478891,0.380540323,8309.3,274.2750627,7701.2,186.4418408,292.1,10.81156788,0.2,0.154919334,58.42,2.162313576,36468.9,3155.695088,3309.3,274.2750627
50.58501262,1.436040926,12.52544712,0.378470572,8321.7,278.5300881,7728.6,191.5464435,292.1,10.81156788,0.2,0.154919334,58.42,2.162313576,36550.5,3192.77482,3321.7,278.5300881
50.46226917,1.438179594,12.48563555,0.379951688,8335.5,285.0239464,7755.2,196.5236881,292,10.73312629,0.18,0.166132477,58.4,2.146625258,36730.4,3199.474869,3335.5,285.0239464
50.33299942,1.438164466,12.44594688,0.378566284,8352.2,293.3856847,7780.6,200.4810215,292,10.73312629,0.16,0.174355958,58.4,2.146625258,36834.3,3238.68282,3352.2,293.3856847
50.21188576,1.440154532,12.41117595,0.379240164,8370.3,298.656341,7808.4,201.3798401,292,10.73312629,0.16,0.174355958,58.4,2.146625258,36956.9,3214.71011,3370.3,298.656341
50.09441946,1.441012397,12.37510773,0.38038372,8381,300.4290266,7836.3,201.7731647,291.9,10.77450695,0.14,0.156204994,58.38,2.15490139,37099.9,3290.440866,3381,300.4290266
49.9662493,1.447772217,12.33672102,0.381922689,8395.8,305.3351601,7861.9,203.5335108,291.9,10.77450695,0.12,0.16,58.38,2.15490139,37201.1,3305.969312,3395.8,305.3351601
49.85313386,1.447219128,12.30360852,0.382255414,8408.9,309.2363012,7889.3,208.0456921,291.9,10.77450695,0.1,0.134164079,58.38,2.15490139,37348.2,3321.496735,3408.9,309.2363012
49.73909923,1.448928742,12.27131768,0.383031878,8422.1,311.6980751,7915.1,210.1373123,291.9,10.77450695,0.06,0.091651514,58.38,2.15490139,37421.6,3327.45555,3422.1,311.6980751
49.61702806,1.446670119,12.23743593,0.384588659,8435.2,313.6596244,7940.9,214.2239249,291.9,10.77450695,0.04,0.08,58.38,2.15490139,37504.5,3332.951012,3435.2,313.6596244
49.50910503,1.439241771,12.20658617,0.385062622,8447.1,315.6198505,7966.3,218.7638224,291.9,10.77450695,0.04,0.08,58.38,2.15490139,37629.1,3359.588828,3447.1,315.6198505
49.39547839,1.442905638,12.17604529,0.386671054,8458.9,318.8446173,7987.4,223.5008725,291.9,10.77450695,0.04,0.08,58.38,2.15490139,37677.7,3350.73795,3458.9,318.8446173
49.27558967,1.446772537,12.14466639,0.388906836,8468.8,319.7870541,8010.1,227.8852562,291.9,10.77450695,0.04,0.08,58.38,2.15490139,37804.9,3318.612615,3468.8,319.7870541
49.17065887,1.446678964,12.11675448,0.391790765,8477.5,320.5152882,8029.5,233.4477458,291.9,10.77450695,0.04,0.08,58.38,2.15490139,37869.7,3351.918049,3477.5,320.5152882
49.06871958,1.44543696,12.08926323,0.393330629,8489,321.3415628,8048.9,238.2429222,291.9,10.77450695,0.04,0.08,58.38,2.15490139,37997.1,3347.575464,3489,321.3415628
48.95628611,1.443458972,12.0597687,0.393919142,8496.3,321.349047,8067.7,240.3456053,291.9,10.77450695,0.04,0.08,58.38,2.15490139,38071.3,3329.424847,3496.3,321.349047
48.85150491,1.436834063,12.03275733,0.393770324,8505.8,321.8971264,8080.5,242.7674813,291.9,10.77450695,0.04,0.08,58.38,2.15490139,38174.3,3335.221583,3505.8,321.8971264
48.75433335,1.442793181,12.00712525,0.396234769,8513.2,321.857049,8096.1,244.7302392,291.9,10.77450695,0.04,0.08,58.38,2.15490139,38282.1,3334.800157,3513.2,321.857049
