"[mean]","50.5","40.94104456799123","13.392293687932538","8286.843137254902","6021.058823529412","356.69607843137254","24.213725490196058","60.03921568627459","38854.01960784314","3286.843137254902","50.5","40.381692233580615","12.867990557679136","8461.950980392157","6126.401960784314","349.3627450980392","23.388235294117642","57.89411764705877","39872.28431372549","3461.950980392157","50.5","39.00176443472675","12.69974673990437","8563.06862745098","6144.8725490196075","363.3529411764706","21.294117647058812","60.9941176470587","40813.14705882353","3563.0686274509803","50.5","39.19379099894194","12.7254314494673","7999.578431372549","5894.950980392156","372.22549019607845","19.90196078431373","63.0549019607844","35420.44117647059","2999.578431372549","50.5","40.564697716676996","13.475835126706466","7924.803921568628","5853.117647058823","342.03921568627453","22.968627450980392","57.049019607843135","34712.03921568627","2924.8039215686276","50.5","42.03492500237342","13.305767355916704","8522.009803921568","6154.71568627451","355.6372549019608","24.41960784313723","59.93529411764698","41006.46078431373","3522.0098039215686","50.5","40.26338057462976","13.061237379361879","8547.078431372549","6111.64705882353","341.1372549019608","23.354901960784318","56.68627450980401","41786.80392156863","3547.078431372549","50.5","41.38790302472821","13.801881336634175","7761.225490196079","5751.058823529412","356.1862745098039","25.256862745098044","60.3372549019609","31584.225490196077","2761.225490196078","50.5","39.937963555481865","13.194815949186836","8017.431372549019","5840.6274509803925","351.3137254901961","25.709803921568607","58.43333333333325","35028.96078431373","3017.4313725490197","50.5","38.35875008232947","12.692196524406224","8392.343137254902","6045.411764705882","350.2156862745098","22.992156862745077","57.97843137254911","38888.48039215686","3392.343137254902"
"[total steps]","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101"

"[all run data]","[step]","mosquito_to_human_rate","human_to_mosquito_rate","total-mosquitoes","mosquito-death-toll","cur-human-population","%infected-humans","%recovered-humans","total-larvae","total-hatched-larvae","[step]","mosquito_to_human_rate","human_to_mosquito_rate","total-mosquitoes","mosquito-death-toll","cur-human-population","%infected-humans","%recovered-humans","total-larvae","total-hatched-larvae","[step]","mosquito_to_human_rate","human_to_mosquito_rate","total-mosquitoes","mosquito-death-toll","cur-human-population","%infected-humans","%recovered-humans","total-larvae","total-hatched-larvae","[step]","mosquito_to_human_rate","human_to_mosquito_rate","total-mosquitoes","mosquito-death-toll","cur-human-population","%infected-humans","%recovered-humans","total-larvae","total-hatched-larvae","[step]","mosquito_to_human_rate","human_to_mosquito_rate","total-mosquitoes","mosquito-death-toll","cur-human-population","%infected-humans","%recovered-humans","total-larvae","total-hatched-larvae","[step]","mosquito_to_human_rate","human_to_mosquito_rate","total-mosquitoes","mosquito-death-toll","cur-human-population","%infected-humans","%recovered-humans","total-larvae","total-hatched-larvae","[step]","mosquito_to_human_rate","human_to_mosquito_rate","total-mosquitoes","mosquito-death-toll","cur-human-population","%infected-humans","%recovered-humans","total-larvae","total-hatched-larvae","[step]","mosquito_to_human_rate","human_to_mosquito_rate","total-mosquitoes","mosquito-death-toll","cur-human-population","%infected-humans","%recovered-humans","total-larvae","total-hatched-larvae","[step]","mosquito_to_human_rate","human_to_mosquito_rate","total-mosquitoes","mosquito-death-toll","cur-human-population","%infected-humans","%recovered-humans","total-larvae","total-hatched-larvae","[step]","mosquito_to_human_rate","human_to_mosquito_rate","total-mosquitoes","mosquito-death-toll","cur-human-population","%infected-humans","%recovered-humans","total-larvae","total-hatched-larvae"
,"0","0","0","5000","0","500","0","0","0","0","0","0","0","5000","0","500","0","0","0","0","0","0","0","5000","0","500","0","0","0","0","0","0","0","5000","0","500","0","0","0","0","0","0","0","5000","0","500","0","0","0","0","0","0","0","5000","0","500","0","0","0","0","0","0","0","5000","0","500","0","0","0","0","0","0","0","5000","0","500","0","0","0","0","0","0","0","5000","0","500","0","0","0","0","0","0","0","5000","0","500","0","0","0","0"
,"1","0.14705882352941177","3.3823529411764706","5000","184","500","2.1999999999999997","2.1999999999999997","1746","0","1","0.42796005706134094","1.2838801711840229","5000","157","500","2.6","2.6","1367","0","1","0.141643059490085","2.1246458923512748","5000","173","500","2.1999999999999997","2.1999999999999997","1726","0","1","0.15151515151515152","1.8181818181818181","5000","163","500","2.1999999999999997","2.1999999999999997","913","0","1","0.30349013657056145","1.8209408194233687","5000","164","500","2.4","2.4","836","0","1","0.3125","2.1875","5000","175","500","2.4","2.4","883","0","1","0.15151515151515152","2.1212121212121215","5000","159","500","2.1999999999999997","2.1999999999999997","1026","0","1","0.2915451895043732","2.623906705539359","5000","150","500","2.4","2.4","1206","0","1","0.1485884101040119","2.080237741456166","5000","169","500","2.1999999999999997","2.1999999999999997","1025","0","1","0","2.12443095599393","5000","187","500","2","2","1392","0"
,"2","0.23094688221709006","3.079291762894534","5000","366","500","2.6","2.6","3028","0","2","0.2210759027266028","1.915991156963891","5000","320","500","2.6","2.6","2720","0","2","0.29784065524944153","2.680565897244974","5000","325","500","2.8000000000000003","2.8000000000000003","2706","0","2","0.23166023166023164","2.0077220077220077","5000","330","500","2.6","2.6","1846","0","2","0.22675736961451248","1.9652305366591083","5000","323","500","2.6","2.6","2476","0","2","0.2352941176470588","2.588235294117647","5000","334","500","2.6","2.6","2359","0","2","0.3115264797507788","2.64797507788162","5000","329","500","2.8000000000000003","2.8000000000000003","2582","0","2","0.22205773501110287","2.3686158401184305","5000","331","500","2.6","2.6","2238","0","2","0.15822784810126583","2.2943037974683547","5000","330","500","2.4","2.4","2206","0","2","0","2.047005307050796","5000","351","500","2","2","2666","0"
,"3","0.2594706798131811","3.009859885832901","5000","519","500","3","3","4614","0","3","0.1539250897896357","2.1549512570549","5000","476","500","2.6","2.6","3942","0","3","0.199501246882793","2.543640897755611","5000","495","500","2.8000000000000003","2.8000000000000003","4190","0","3","0.2557544757033248","2.3017902813299234","5000","513","500","3","3","2859","0","3","0.20387359836901123","2.2426095820591234","5000","499","500","2.8000000000000003","2.8000000000000003","4088","0","3","0.3139717425431711","2.511773940345369","5000","497","500","3.2","3.2","3803","0","3","0.2615062761506276","2.6673640167364017","5000","476","500","3","3","3775","0","3","0.35769034236075625","2.963719979560552","5000","505","500","3.2","3.2","3323","0","3","0.10476689366160294","2.4096385542168677","5000","480","500","2.4","2.4","3596","0","3","0.05243838489774515","2.149973780807551","5000","522","500","2.1999999999999997","2.1999999999999997","4186","0"
,"4","0.905155450609996","3.2270759543486816","5000","670","500","6.4","6.4","5877","0","4","0.4638577502899111","2.4739080015461923","5000","649","500","4.2","4.2","4986","0","4","0.6441834028040925","2.614626752557787","5000","652","500","5.2","5.2","5376","0","4","0.62402496099844","2.80811232449298","5000","680","500","5.2","5.2","3973","0","4","0.594059405940594","3.00990099009901","5000","666","500","4.8","4.8","5221","0","4","0.7655116841257051","2.8203062046736505","5000","664","500","5.4","5.4","5392","0","4","0.8339952343129466","2.938840349483717","5000","642","500","6.2","6.2","5456","0","4","0.9248554913294799","3.4296724470134876","5000","662","500","6.6000000000000005","6.6000000000000005","4363","0","4","0.6276971361318164","2.785406041584935","5000","647","500","5","5","5274","0","4","0.5617977528089888","2.4077046548956664","5000","677","500","4.6","4.6","5502","0"
,"5","1.1900932775812159","3.9562560308780954","5053","853","500","9.2","9.2","7018","53","5","0.7928956549318109","2.759276879162702","5049","808","500","6.2","6.2","6751","49","5","1.0306058713304185","3.4041224234853216","5066","834","500","8.200000000000001","8.200000000000001","7473","66","5","1.048284625158831","3.780177890724269","5040","852","500","8.200000000000001","8.200000000000001","5209","40","5","0.9052699644358229","3.5240866472680246","5026","838","500","7.000000000000001","7.000000000000001","6808","26","5","1.1479173499508035","3.082978025582158","5029","842","500","8.200000000000001","8.200000000000001","6900","29","5","1.140436624307592","3.5516454871293583","5044","808","500","8.4","8.4","6629","44","5","1.0671688637790333","4.300062774639046","5051","833","500","8.4","8.4","5590","51","5","1.0055141096334739","3.503081414206941","5038","811","500","7.6","7.6","6520","38","5","0.7729468599033816","2.7053140096618358","5047","839","500","6.6000000000000005","6.6000000000000005","6407","47"
,"6","1.361285053090117","4.846174789000817","5139","1023","499","11.200000000000001","11.200000000000001","8203","139","6","1.0342950462710943","3.483941208492107","5120","979","500","8.799999999999999","8.799999999999999","8230","120","6","1.164021164021164","4.1534391534391535","5149","1023","500","10.2","10.2","8477","149","6","1.3728129205921937","4.710632570659488","5093","1008","500","11.600000000000001","11.600000000000001","6414","93","6","1.1726206708481048","4.226888464685029","5094","998","500","9.6","9.6","8098","94","6","1.3234077750206783","4.108078301626689","5100","1016","500","10.6","10.6","8768","100","6","1.2890839275918815","4.991771804717499","5131","995","500","10.4","10.4","8121","131","6","1.4430785676109033","5.398182789951898","5109","992","500","12","12","6910","109","6","1.291208791208791","4.285714285714286","5097","991","499","9.6","9.6","7744","97","6","0.9865716634694436","3.3981912852836396","5132","1001","500","8.6","8.6","7749","132"
,"7","1.933506248526291","6.366423013440227","5266","1187","499","16","16.2","8962","266","7","1.4939309056956116","4.318394024276377","5204","1148","500","13","13.4","9329","204","7","1.5628591128476212","4.941392783268214","5251","1176","499","13.4","13.600000000000001","9374","251","7","1.9607843137254901","5.929600755965037","5147","1189","498","15.6","16.400000000000002","7747","147","7","1.7468293850203396","5.288346494376645","5188","1184","499","14.2","14.399999999999999","9493","188","7","1.828241520327159","5.027664180899687","5197","1171","500","14.799999999999999","15.4","10501","197","7","1.8553758325404377","5.851569933396765","5219","1156","500","15","15.4","8969","219","7","2.11932734392997","6.4961990324809955","5205","1172","500","17","17.4","7999","205","7","1.773049645390071","5.460992907801419","5186","1154","499","14.2","15","8566","186","7","1.3832578106367757","4.054376341521584","5245","1170","500","11.799999999999999","12","8966","245"
,"8","2.6591289782244556","7.747068676716918","5379","1375","499","22","22.8","9881","379","8","1.8856195607128055","5.573974305843349","5321","1321","500","17.599999999999998","18.6","10641","321","8","2.380467955239064","6.205493387589013","5354","1345","498","18.8","19.6","10197","354","8","2.6953042745841227","7.012002526847757","5240","1358","498","21.6","22.6","9059","240","8","2.3718763235916986","6.416772554002541","5276","1351","499","20.200000000000003","20.8","10461","276","8","2.25196515827491","6.224771616741024","5317","1336","500","18.6","20","11879","317","8","2.389511524635229","6.999365616409389","5332","1341","500","20.200000000000003","20.8","9887","332","8","2.8734460974118603","8.00896678214795","5295","1321","499","22.8","23.799999999999997","9059","295","8","2.4343776460626585","6.519898391193904","5303","1328","499","20","21.2","9560","303","8","1.7849643007139857","5.333893322133557","5361","1328","500","15.2","16.400000000000002","9690","361"
,"9","3.3977848695325696","9.311056880045053","5507","1568","499","27.6","28.599999999999998","10707","507","9","2.608369300056296","6.811784574967161","5457","1532","500","22.400000000000002","24.4","12004","457","9","2.9579276134484656","7.624471798640456","5506","1498","498","23.599999999999998","25.4","11363","506","9","3.466565637431332","8.581170676264444","5350","1529","497","28.000000000000004","29.2","10390","350","9","3.0579297245963915","7.977207977207977","5414","1528","499","26.400000000000002","28.199999999999996","10859","414","9","2.9893373952779894","7.806549885757806","5462","1495","500","26","28.000000000000004","13291","462","9","3.4101733663554965","8.268241569822823","5452","1505","500","27.800000000000004","28.999999999999996","10727","452","9","3.7902483900643977","9.567617295308189","5399","1498","499","31","32.6","9844","399","9","3.0643319375713745","7.898743814236772","5431","1474","499","25","26.6","10161","431","9","2.2688598979013044","6.598600869729627","5467","1496","499","20.599999999999998","22","11203","467"
,"10","4.768392370572207","10.592643051771116","5614","1754","496","35","37.6","12064","614","10","3.2918301210984136","8.511001193928024","5585","1709","499","28.000000000000004","31","13022","585","10","3.7529060112919295","9.13317834606443","5649","1664","498","30.2","33","12470","649","10","4.623878536922015","10.110420979986197","5452","1683","497","35.6","38","11297","452","10","4.124783362218372","9.514731369150779","5536","1671","499","35.4","37.8","11684","536","10","3.905571949314355","9.234507897934387","5618","1646","500","33.6","36.6","14328","618","10","4.298093587521664","10.017331022530328","5589","1677","496","32.2","35.4","11585","589","10","5.087866108786611","11.414225941422593","5511","1662","499","39.6","41.4","10816","511","10","4.064060616497331","9.419665920440847","5565","1657","499","32","34.8","11317","565","10","2.9579657498702647","7.714928213111919","5602","1665","498","26.200000000000003","28.4","13019","602"
,"11","6.099090624020069","12.166823455628723","5718","1919","494","44.2","47","13065","718","11","4.306969459671104","10.24275646045419","5723","1862","498","37.4","40.8","14133","723","11","5.047126786257221","10.854363028276072","5769","1830","494","38.4","42.199999999999996","13261","769","11","5.787883606296709","11.671171887422483","5550","1864","495","41.199999999999996","45","12461","550","11","5.304113069715738","11.640463712879148","5654","1830","497","43","46.400000000000006","12591","654","11","5.031046011781563","11.303932494825665","5773","1815","500","43.6","46.800000000000004","15626","773","11","5.5236270753512136","11.558109833971903","5708","1860","492","40","43.2","13018","708","11","6.65328805186786","13.19851806112998","5633","1823","495","49.4","51.6","11900","633","11","5.047770700636943","11.035031847133759","5662","1819","498","38.4","42.199999999999996","12416","662","11","4.090334807327858","9.41250789639924","5723","1813","496","34.8","37.8","13889","723"
,"12","7.466589192330041","13.785589773387565","5808","2066","492","52.6","55.400000000000006","13624","808","12","5.54498902706657","11.982443306510607","5854","2032","497","45","49.4","15218","854","12","6.344070896047264","12.856941904627936","5870","2013","492","47.4","51.800000000000004","14250","870","12","7.2617469435852104","13.197820002945942","5663","2027","490","49.8","54.2","13929","663","12","6.747023372041746","13.699838306629427","5782","1993","494","53.6","57.99999999999999","13510","782","12","6.5537555228276885","13.431516936671576","5924","1971","500","54.400000000000006","58.599999999999994","16443","924","12","7.0082449941107186","13.398115429917551","5819","2027","490","47.199999999999996","51.6","13815","819","12","8.134863701578192","14.949784791965568","5740","1988","493","56.99999999999999","60.4","12825","740","12","6.355057505160719","13.049248009436745","5761","1994","497","44.800000000000004","49.4","12940","761","12","5.250073120795554","11.0412401286926","5820","1994","495","42.4","46.6","15080","820"
,"13","9.31266846361186","15.539083557951482","5880","2227","490","60.199999999999996","63.4","14168","880","13","7.229243103682566","13.792634868868053","5991","2180","488","50.8","56.8","16195","991","13","7.8441626356386465","14.733952150607923","5985","2170","487","55.800000000000004","60.6","15456","985","13","9.08966273649575","15.012338908692074","5777","2191","486","59.599999999999994","63.800000000000004","14750","777","13","8.377970059057823","15.42370553495399","5868","2152","489","61.4","66.8","14511","868","13","8.27764898404473","15.50525023864721","6064","2138","499","62.6","68","17418","1064","13","8.729069448256931","15.015097447158935","5915","2192","484","56.599999999999994","60.8","14608","915","13","10.08414585281154","16.588753839989316","5827","2156","484","61.6","66.2","13634","827","13","8.222739088794636","14.612122041318923","5837","2146","492","54.6","59.199999999999996","13708","837","13","6.517589310062721","12.817016634851377","5923","2159","491","50.8","56.00000000000001","15923","923"
,"14","11.445248064966375","16.74914350970689","5986","2396","486","68","72.39999999999999","15328","986","14","9.143002674137273","15.229848465554566","6107","2339","485","59.8","66.2","17333","1107","14","9.897109260166586","16.119549240568347","6100","2337","480","63.4","69.6","16713","1100","14","11.155327342747112","16.469833119383825","5868","2327","479","66.60000000000001","70.8","15662","868","14","10.620831195484865","17.16264751154438","5945","2313","487","69.6","76","15069","945","14","10.410854679178291","17.435962465128075","6192","2287","495","71","76.8","18294","1192","14","10.518861851422685","16.170979786275268","5999","2360","481","63","69.19999999999999","15854","999","14","12.26024821361414","17.851322552337972","5945","2313","478","69.39999999999999","74.2","14192","945","14","9.994854643684075","15.860560843838437","5933","2315","488","63.800000000000004","69.19999999999999","14375","933","14","8.341836734693878","14.426020408163264","6056","2338","488","61.6","68.4","16775","1056"
,"15","13.530680728667305","17.953020134228186","6082","2542","479","74.6","79.2","16140","1082","15","11.245028323490418","16.174520911172714","6215","2499","479","68.2","73.8","18229","1215","15","12.220428867881024","17.32764583813696","6188","2498","475","69.8","76.4","17413","1188","15","13.446901051105472","17.530506222061135","5968","2501","473","73.8","78","16570","968","15","13.050314465408805","18.226898887276246","6034","2478","480","72.8","80.80000000000001","16202","1034","15","13.100747597009613","18.79672481310075","6327","2460","489","79.80000000000001","86","19010","1327","15","12.820201529683137","17.008619643073935","6100","2538","473","68","76","16684","1100","15","14.538124036523184","18.937507411360134","6031","2499","474","77.4","82.8","14624","1031","15","12.3405805903073","16.749665978379692","6020","2490","481","71.39999999999999","75.8","15080","1020","15","10.276442307692307","15.96153846153846","6165","2528","483","69.8","77.2","17892","1165"
,"16","16.063348416289593","18.766968325791854","6168","2721","468","78.60000000000001","84","17126","1168","16","13.781359972755137","17.20967192643887","6321","2679","476","74.6","81.39999999999999","19107","1321","16","14.539509536784742","18.23433242506812","6279","2674","464","75.2","80.2","18192","1279","16","15.882285583419215","18.229703423794803","6074","2682","466","76.8","82","17854","1074","16","15.346648301193754","18.9623507805326","6119","2641","467","74.4","83.2","17271","1119","16","15.546594982078854","19.791666666666664","6423","2613","480","83.39999999999999","89.60000000000001","20132","1423","16","15.249569707401033","17.751004016064257","6190","2714","467","76","83.39999999999999","18030","1190","16","17.2525750111957","19.64845499328258","6108","2679","466","81.6","87","15628","1108","16","14.813964170877354","17.547083141938447","6102","2657","470","75.4","81.6","15646","1102","16","12.333295337968767","17.109312663855007","6270","2699","478","75","82.19999999999999","18850","1270"
,"17","18.482595107231383","19.16154758055825","6237","2880","460","81","85.39999999999999","18249","1237","17","16.199007122814592","17.83941290740341","6414","2855","468","78.2","84.8","20245","1414","17","16.98973774230331","18.834870944335027","6389","2856","458","77","84","19087","1389","17","18.4640522875817","18.562091503267975","6172","2825","460","79.4","83.8","18625","1172","17","18.19668556476232","19.23244657653729","6197","2823","458","76.6","84.39999999999999","18104","1197","17","18.44279661016949","20.264830508474578","6527","2766","472","84.39999999999999","91.2","20894","1527","17","17.59390310288514","18.530212302667394","6278","2898","457","74.4","83.8","19329","1278","17","19.81232672211559","19.961612284069098","6176","2852","450","81.2","86.4","16420","1176","17","17.12096332785988","18.007662835249043","6175","2809","462","76.6","83.39999999999999","16418","1175","17","14.724919093851133","18.112189859762676","6375","2878","472","79.60000000000001","86","19308","1375"
,"18","20.976715433752318","19.297341850401814","6312","3042","450","81.6","86.2","19655","1312","18","18.50438370293966","18.318720990201136","6512","3028","457","79","86.2","20821","1512","18","19.547162349218905","19.072572671544393","6497","3020","452","77.8","85.39999999999999","19989","1497","18","20.946156240273886","18.902375765120862","6261","2992","451","82","85.8","19804","1261","18","20.76099386630627","19.419898118307515","6274","2980","441","75.6","83.6","18891","1274","18","21.380488294986435","20.355671656786896","6611","2941","463","85.8","91","21703","1611","18","20.010373443983404","18.92116182572614","6376","3075","448","76.4","85.6","20422","1376","18","22.394610595080128","19.842809023170357","6255","3000","441","81.2","86.4","17289","1255","18","19.44124725332217","18.373966725960027","6253","2976","452","78","84.6","16755","1253","18","17.085220255249073","18.64965006175381","6475","3056","462","80.60000000000001","87.2","20376","1475"
,"19","23.49570200573066","19.148305503408753","6380","3197","440","82.19999999999999","86","20607","1380","19","20.990937746256897","18.51851851851852","6601","3189","448","79.4","86.6","21755","1601","19","21.986955288779658","19.18895925890916","6590","3167","440","78.60000000000001","85.39999999999999","20781","1590","19","23.14667198086887","18.961737744121162","6368","3179","441","80.2","84.8","20610","1368","19","22.99630701666833","19.463020261503143","6362","3150","428","76.2","82.8","19441","1362","19","23.974702951322346","20.419701034879264","6682","3107","450","85.39999999999999","89.4","22562","1682","19","22.411910669975185","19.037220843672458","6471","3236","435","77","84.8","21157","1471","19","25.021991985143195","19.587528100869907","6321","3162","431","81","85.39999999999999","17989","1321","19","22.074414882976594","18.333666733346668","6308","3161","445","80.80000000000001","85.8","17654","1308","19","19.439510558515888","18.85731201894612","6582","3226","455","83.6","88.6","21075","1582"
,"20","25.717271518145544","19.114573437203116","6472","3364","431","82.8","85.2","21496","1472","20","23.232323232323232","18.66326819597848","6685","3346","433","78","84.8","22415","1685","20","24.32358816052297","19.09388051570728","6674","3340","426","77.4","83.8","21283","1674","20","25.47124677064396","18.897713137498805","6470","3335","433","81","84.8","21393","1470","20","25.43640897755611","19.173220794168426","6479","3318","414","75.8","80.60000000000001","20201","1479","20","26.57740278796772","20.194424064563464","6767","3297","439","83.8","87.2","23671","1767","20","24.7284162378502","19.00133409567372","6576","3382","429","77.60000000000001","84","21885","1576","20","27.325800376647834","19.274952919020716","6392","3341","422","80.60000000000001","84","18408","1392","20","24.284750987380793","18.254503419709085","6369","3344","441","81.2","85.39999999999999","18651","1369","20","22.05979439781194","18.909742525700274","6667","3386","448","85","88.4","21790","1667"
,"21","27.833348628062772","18.867578232541067","6557","3526","418","81","83.39999999999999","22217","1557","21","25.37992537992538","18.573118573118574","6771","3509","423","78.4","83.8","22809","1771","21","26.50074489527649","18.850232232056786","6752","3515","413","76.4","81.8","22556","1752","21","27.735883759426155","18.769542026853046","6555","3505","426","82","84.6","22369","1555","21","27.601809954751133","19.032228275925757","6556","3477","406","76","80","21382","1556","21","28.90102148643889","19.989432898908067","6845","3465","428","82.19999999999999","85.2","24470","1845","21","26.94989906404845","18.810790970820335","6653","3554","419","78","82.8","22860","1653","21","29.32932932932933","19.064519064519065","6466","3492","414","79","82.6","19091","1466","21","26.500092885008357","18.02898012260821","6430","3511","434","80.60000000000001","85","19431","1430","21","24.232515894641235","18.91008174386921","6755","3541","438","83.8","87","22769","1755"
